TrialType,CertainAmt,TopAmt,BottomAmt,Outcome,RiskSide,ITI,Rating,trialControl.thisRepN,trialControl.thisTrialN,trialControl.thisN,trialControl.thisIndex,revealLoop.thisRepN,revealLoop.thisTrialN,revealLoop.thisN,revealLoop.thisIndex,timeoutLoop.thisRepN,timeoutLoop.thisTrialN,timeoutLoop.thisN,timeoutLoop.thisIndex,HowHappyCheck.thisRepN,HowHappyCheck.thisTrialN,HowHappyCheck.thisN,HowHappyCheck.thisIndex,Win.started,Mouse.started,Keys.started,Mouse.x,Mouse.y,Mouse.leftButton,Mouse.midButton,Mouse.rightButton,Mouse.clicked_name,Keys.keys,Win_2.started,WinMsg.started,Win_3.started,WinMsg_2.started,Cross.started,Cross.stopped,HowHappySlider.started,UnHappy.started,Happy.started,SliderKeyboard.started,SpacetoExit.started,HowHappySlider.response,HowHappySlider.rt,SliderKeyboard.keys,SliderKeyboard.rt,participant,session,date,expName,psychopyVersion,frameRate,
mix,0.0,-0.5,0.33,top,left,1.51,1,0,0,0,11,,,,,,,,,,,,,13.222320500062779,0.030404799850657582,13.222320500062779,0.26967592592592593,-0.12731481481481483,1,0,0,RightHalf,None,14.018640199908987,14.018640199908987,16.03636739985086,16.03636739985086,18.003840599907562,19.537500399863347,,,,,,,,,,,001,2022-12-12_15h09.18.807,SWB_debug,2022.2.4,59.4637794376124,
loss,-0.2,-0.36,0.0,top,right,1.04,0,0,1,1,101,,,,,,,,,,,,,19.537500399863347,0.0099501998629421,19.537500399863347,-0.3113425925925926,-0.008101851851851851,1,0,0,LeftHalf,None,20.08754549990408,20.08754549990408,22.105426999973133,22.105426999973133,24.08942550001666,25.156140299979597,,,,,,,,,,,001,2022-12-12_15h09.18.807,SWB_debug,2022.2.4,59.4637794376124,
gain,0.2,0.0,0.4,bottom,right,1.28,0,0,2,2,52,,,,,,,,,,,,,25.156140299979597,0.01052100001834333,25.156140299979597,-0.2708333333333333,0.02546296296296296,1,0,0,LeftHalf,None,25.6233536999207,25.6233536999207,27.640983799938112,27.640983799938112,36.99423690000549,38.29497599997558,29.67389620002359,29.67389620002359,29.67389620002359,33.27483949996531,33.27483949996531,10.0,3.5984099998604506,space,3.6870927000418305,,001,2022-12-12_15h09.18.807,SWB_debug,2022.2.4,59.4637794376124,
,,,,,,,,,,,,,,,,,,,,,,,,38.29497599997558,0.010744400089606643,38.29497599997558,0.19328703703703703,-0.03935185185185185,1,0,0,RightHalf,None,39.178341899998486,39.178341899998486,41.19573049992323,41.19573049992323,43.18004809995182,,,,,,,,,,,,,,,,,
