TrialType,CertainAmt,TopAmt,BottomAmt,Outcome,RiskSide,ITI,Rating,trialControl.thisRepN,trialControl.thisTrialN,trialControl.thisN,trialControl.thisIndex,revealLoop.thisRepN,revealLoop.thisTrialN,revealLoop.thisN,revealLoop.thisIndex,timeoutLoop.thisRepN,timeoutLoop.thisTrialN,timeoutLoop.thisN,timeoutLoop.thisIndex,HowHappyCheck.thisRepN,HowHappyCheck.thisTrialN,HowHappyCheck.thisN,HowHappyCheck.thisIndex,welcomeText1.started,space_to_continue.started,welcomeText2.started,space_to_continue_2.started,Win.started,Keys.started,Mouse.started,Keys.keys,Keys.rt,Mouse.x,Mouse.y,Mouse.leftButton,Mouse.midButton,Mouse.rightButton,Win_2.started,WinMsg.started,Win_3.started,WinMsg_2.started,Cross.started,Cross.stopped,HowHappySlider.started,UnHappy.started,Happy.started,SliderKeyboard.started,SpacetoExit.started,HowHappySlider.response,HowHappySlider.rt,SliderKeyboard.keys,SliderKeyboard.rt,Win_2.stopped,WinMsg.stopped,Win_3.stopped,WinMsg_2.stopped,exitText.started,exitText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
loss,-0.6,-1.09,0.0,bottom,right,1.93,1,0,106,106,141,,,,,,,,,,,,,,,,,747.1952955000161,747.1952955000161,0.007080750016029924,right,0.44688141701044515,0.2326388888888889,-0.20601851851851852,0,0,0,747.6662611250067,747.6662611250067,749.676316875004,749.676316875004,751.6758326250128,753.6141996670049,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.6,0.0,1.9,bottom,left,1.51,0,0,107,107,96,,,,,,,,,,,,,,,,,753.6141996670049,753.6141996670049,0.008651249983813614,left,0.4715376250096597,0.2326388888888889,-0.20601851851851852,0,0,0,754.1140447499929,754.1140447499929,756.1311019590066,756.1311019590066,759.6373718749965,761.1669457090029,758.1203482919955,758.1203482919955,758.1203482919955,759.4757407500001,759.4757407500001,7.59375,1.3329067500017118,space,0.13887441699625924,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.5,1.5,bottom,right,1.72,0,0,108,108,33,,,,,,,,,,,,,,,,,761.1669457090029,761.1669457090029,0.01200341701041907,left,0.49296654100180604,0.2326388888888889,-0.20601851851851852,0,0,0,761.7008998749952,761.7008998749952,763.6996703339973,763.6996703339973,765.700374625012,767.4406322090072,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.3,0.0,1.26,top,right,1.64,0,0,109,109,68,,,,,,,,,,,,,,,,,767.4406322090072,767.4406322090072,0.00918154200189747,left,0.3473726660013199,0.2326388888888889,-0.20601851851851852,0,0,0,767.8144336669939,767.8144336669939,769.8205371249933,769.8205371249933,771.8175522499951,773.4604284169909,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.3,0.0,0.6,bottom,right,1.72,0,0,110,110,62,,,,,,,,,,,,,,,,,773.4604284169909,773.4604284169909,0.008153583010425791,left,0.324131875007879,0.2326388888888889,-0.20601851851851852,0,0,0,773.8341753339919,773.8341753339919,775.8322323340108,775.8322323340108,779.4325775000034,781.1715761669911,777.8341695000126,777.8341695000126,777.8341695000126,778.9423972920049,778.9423972920049,7.59375,1.1012673749937676,space,0.4747835829912219,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.5,-0.84,0.0,top,left,1.18,0,0,111,111,130,,,,,,,,,,,,,,,,,781.1715761669911,781.1715761669911,0.012257166992640123,right,0.38895541700185277,0.21643518518518517,-0.20601851851851852,0,0,0,781.5863812089956,781.5863812089956,783.6000567919982,783.6000567919982,785.5768071670027,786.7583125419915,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.6,-1.2,0.0,top,right,1.98,0,0,112,112,142,,,,,,,,,,,,,,,,,786.7583125419915,786.7583125419915,0.007231958006741479,right,0.3226907909847796,0.21643518518518517,-0.20601851851851852,0,0,0,787.1094757090032,787.1094757090032,789.1248326670029,789.1248326670029,791.1215756250022,793.1140204170079,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.4,0.0,0.67,bottom,left,1.22,0,0,113,113,70,,,,,,,,,,,,,,,,,793.1140204170079,793.1140204170079,0.01150004199007526,right,0.3647506669803988,0.21643518518518517,-0.20601851851851852,0,0,0,793.5094093340158,793.5094093340158,795.5137634169951,795.5137634169951,798.6883239590097,799.929403667018,797.5300653339946,797.5300653339946,797.5300653339946,798.296457666991,798.296457666991,7.447916666666666,0.7659761249960866,space,0.3619693750224542,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.3,-0.55,0.0,top,left,1.8,0,0,114,114,111,,,,,,,,,,,,,,,,,799.929403667018,799.929403667018,0.012054416991304606,left,0.5162485829787329,0.21643518518518517,-0.20601851851851852,0,0,0,800.4828819590039,800.4828819590039,802.4908568340179,802.4908568340179,804.4882192499936,806.3034269589989,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.5,0.0,2.1,top,left,1.69,0,0,115,115,88,,,,,,,,,,,,,,,,,806.3034269589989,806.3034269589989,0.009173750004265457,left,0.3498481250135228,0.21643518518518517,-0.20601851851851852,0,0,0,806.6740360000113,806.6740360000113,808.6801367500157,808.6801367500157,810.6798239999916,812.3754982090031,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.6,-3.0,0.0,top,left,1.8,0,0,116,116,149,,,,,,,,,,,,,,,,,812.3754982090031,812.3754982090031,0.010083500004839152,left,0.30835912498878315,0.21643518518518517,-0.20601851851851852,0,0,0,812.707843000011,812.707843000011,814.7138612919953,814.7138612919953,818.1381428340101,819.9461455419951,816.7129878750129,816.7129878750129,816.7129878750129,817.8546670840005,817.8546670840005,7.447916666666666,1.132453792000888,space,0.26402158400742337,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.5,0.6,bottom,right,1.16,0,0,117,117,37,,,,,,,,,,,,,,,,,819.9461455419951,819.9461455419951,0.012025582982460037,left,1.644268790987553,0.21643518518518517,-0.20601851851851852,0,0,0,821.6184562499984,821.6184562499984,823.622370416997,823.622370416997,825.6128864999919,826.7847120840161,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.2,-1.0,0.0,top,left,1.67,0,0,118,118,109,,,,,,,,,,,,,,,,,826.7847120840161,826.7847120840161,0.009680249990196899,left,0.44029908400261775,0.21643518518518517,-0.20601851851851852,0,0,0,827.2570684170059,827.2570684170059,829.2747999590065,829.2747999590065,831.2630793339922,832.9480879589973,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.6,0.0,1.01,top,left,1.97,1,0,119,119,90,,,,,,,,,,,,,,,,,832.9480879589973,832.9480879589973,0.012547000020276755,left,0.4496909589797724,0.21643518518518517,-0.20601851851851852,0,0,0,833.4226542499964,833.4226542499964,835.4464095419971,835.4464095419971,838.9062069170177,840.8836408340139,837.4296832090185,837.4296832090185,837.4296832090185,838.7546724590065,838.7546724590065,7.447916666666666,1.3179712090059184,space,0.1376056669978425,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.8,0.42,top,right,1.95,0,0,120,120,17,,,,,,,,,,,,,,,,,840.8836408340139,840.8836408340139,0.008333499979926273,left,0.6139652499987278,0.21643518518518517,-0.20601851851851852,0,0,0,841.534254875005,841.534254875005,843.5491054590093,843.5491054590093,845.546330000012,847.5015527920041,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.4,-0.89,0.0,bottom,right,1.47,0,0,121,121,123,,,,,,,,,,,,,,,,,847.5015527920041,847.5015527920041,0.009100291994400322,left,0.47333395801251754,0.21643518518518517,-0.20601851851851852,0,0,0,848.0044649589981,848.0044649589981,850.0166704170115,850.0166704170115,852.004589084012,853.4874383750139,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.1,0.73,top,left,1.36,0,0,122,122,25,,,,,,,,,,,,,,,,,853.4874383750139,853.4874383750139,0.01152562498464249,left,0.43694212500122376,0.21643518518518517,-0.20601851851851852,0,0,0,853.9500197500165,853.9500197500165,855.9578824590135,855.9578824590135,859.1244769589975,860.4965630840161,857.9492143749958,857.9492143749958,857.9492143749958,859.0045876670047,859.0045876670047,7.447916666666666,1.03257445798954,space,0.10386083400226198,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.2,0.0,0.34,top,left,1.94,0,0,123,123,50,,,,,,,,,,,,,,,,,860.4965630840161,860.4965630840161,0.01159933302551508,right,1.9253324999881443,0.21643518518518517,-0.20601851851851852,0,0,0,862.4606803749921,862.4606803749921,864.4671188750071,864.4671188750071,866.4629858339904,868.420553584001,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.3,0.3,top,left,1.66,0,0,124,124,6,,,,,,,,,,,,,,,,,868.420553584001,868.420553584001,0.011914125003386289,right,0.35858579201158136,0.21643518518518517,-0.20601851851851852,0,0,0,868.816573374992,868.816573374992,870.8225425420096,870.8225425420096,872.8181143339898,874.4844254589989,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.5,0.1,bottom,right,1.26,0,0,125,125,7,,,,,,,,,,,,,,,,,874.4844254589989,874.4844254589989,0.008674333017552271,right,0.5340828750049695,0.21643518518518517,-0.20601851851851852,0,0,0,875.0400936249935,875.0400936249935,877.0482412090059,877.0482412090059,881.2295070420078,882.5036408750166,879.0545412920183,879.0545412920183,879.0545412920183,881.1128422500042,881.1128422500042,7.447916666666666,2.0483157499984372,space,0.08393470899318345,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.5,0.0,1.24,top,left,1.19,0,0,126,126,84,,,,,,,,,,,,,,,,,882.5036408750166,882.5036408750166,0.011839374987175688,right,0.8076511250110343,0.21643518518518517,-0.20601851851851852,0,0,0,883.3369276250014,883.3369276250014,885.3505605840182,885.3505605840182,887.3462320420076,888.5547750419937,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.2,-0.4,0.0,bottom,right,1.52,0,0,127,127,102,,,,,,,,,,,,,,,,,888.5547750419937,888.5547750419937,0.011910791014088318,right,0.5415545830037445,0.21643518518518517,-0.20601851851851852,0,0,0,889.1331863340165,889.1331863340165,891.1395213340002,891.1395213340002,893.1377509589947,894.6796466670057,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.6,-1.01,0.0,top,left,1.1,0,0,128,128,140,,,,,,,,,,,,,,,,,894.6796466670057,894.6796466670057,0.005007542000385001,right,0.5530570829869248,0.21643518518518517,-0.20601851851851852,0,0,0,895.2593027090188,895.2593027090188,897.2624666670163,897.2624666670163,900.7323521670187,901.8386000420141,899.2710754589934,899.2710754589934,899.2710754589934,900.4211081670073,900.4211081670073,7.447916666666666,1.1414100410183892,space,0.2930959580116905,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.5,0.75,top,left,1.68,0,0,129,129,38,,,,,,,,,,,,,,,,,901.8386000420141,901.8386000420141,0.012149709014920518,left,1.5989419170073234,0.21643518518518517,-0.20601851851851852,0,0,0,903.4744147919992,903.4744147919992,905.4826363750035,905.4826363750035,907.4784000840154,909.1658800840087,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.6,0.0,2.16,top,right,1.07,0,0,130,130,97,,,,,,,,,,,,,,,,,909.1658800840087,909.1658800840087,0.008166625018930063,left,0.32427662500413135,0.21643518518518517,-0.20601851851851852,0,0,0,909.5222506670107,909.5222506670107,911.532458917005,911.532458917005,913.5210689590022,914.602863417007,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.3,0.0,0.67,top,left,1.09,0,0,131,131,63,,,,,,,,,,,,,,,,,914.602863417007,914.602863417007,0.010362084023654461,left,0.49836562501150183,0.21643518518518517,-0.20601851851851852,0,0,0,915.1323699170025,915.1323699170025,917.1458547090006,917.1458547090006,920.9157768340083,922.0164353750006,919.131326667004,919.131326667004,919.131326667004,920.6794314589933,920.6794314589933,7.447916666666666,1.5321443330030888,space,0.21292120797443204,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.4,0.0,1.12,top,left,1.42,0,0,132,132,75,,,,,,,,,,,,,,,,,922.0164353750006,922.0164353750006,0.007242916995892301,left,1.251165540976217,0.21643518518518517,-0.20601851851851852,0,0,0,923.2987050419906,923.2987050419906,925.3018485840003,925.3018485840003,927.3043390840176,928.737866209005,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.4,0.0,1.44,bottom,right,1.01,0,0,133,133,77,,,,,,,,,,,,,,,,,928.737866209005,928.737866209005,0.003967791999457404,left,2.4639378339925315,0.21643518518518517,-0.20601851851851852,0,0,0,931.2222734590177,931.2222734590177,933.2276540000166,933.2276540000166,935.237769083993,936.2605067089899,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.5,0.41,bottom,right,1.09,1,0,134,134,12,,,,,,,,,,,,,,,,,936.2605067089899,936.2605067089899,0.011869666021084413,left,0.36626866698497906,0.21643518518518517,-0.20601851851851852,0,0,0,936.6609755840036,936.6609755840036,938.6728173340089,938.6728173340089,943.1824356249999,944.274091083993,940.6655961250071,940.6655961250071,940.6655961250071,943.0042834590131,943.0042834590131,7.447916666666666,2.317506457999116,space,0.16609937499742955,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.5,1.8,top,right,1.25,0,0,135,135,47,,,,,,,,,,,,,,,,,944.274091083993,944.274091083993,0.007032333000097424,left,0.4297913330083247,0.21643518518518517,-0.20601851851851852,0,0,0,944.7243869590166,944.7243869590166,946.7384919169999,946.7384919169999,948.7377132090041,949.9923076670093,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.8,0.53,top,right,1.94,0,0,136,136,18,,,,,,,,,,,,,,,,,949.9923076670093,949.9923076670093,0.006596374994842336,left,2.7610297909996007,0.21643518518518517,-0.20601851851851852,0,0,0,952.7733257919899,952.7733257919899,954.7890360000019,954.7890360000019,956.7877237920184,958.7406919170171,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.3,0.16,top,right,1.01,0,0,137,137,3,,,,,,,,,,,,,,,,,958.7406919170171,958.7406919170171,0.0068330840149428695,left,0.5663380829792004,0.21643518518518517,-0.20601851851851852,0,0,0,959.3411075840122,959.3411075840122,961.3396309590025,961.3396309590025,964.7460625840176,965.7592557500175,963.3382428750047,963.3382428750047,963.3382428750047,964.546034125,964.546034125,7.447916666666666,1.1913911669980735,space,0.16300787500222214,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.4,0.0,0.73,bottom,left,1.76,0,0,138,138,71,,,,,,,,,,,,,,,,,965.7592557500175,965.7592557500175,0.009012082999106497,left,0.5614255000255071,0.21643518518518517,-0.20601851851851852,0,0,0,966.3397487089969,966.3397487089969,968.3569988750096,968.3569988750096,970.3459124590154,972.1305706250132,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.1,1.65,bottom,left,1.04,0,0,139,139,45,,,,,,,,,,,,,,,,,972.1305706250132,972.1305706250132,0.011872666014824063,left,0.7602040409983601,0.21643518518518517,-0.20601851851851852,0,0,0,972.9185738750093,972.9185738750093,974.9241277500114,974.9241277500114,976.9209206670057,977.9828645840171,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.6,0.0,3.0,top,left,1.95,0,0,140,140,99,,,,,,,,,,,,,,,,,977.9828645840171,977.9828645840171,0.009774082980584353,left,0.4744110419997014,0.21643518518518517,-0.20601851851851852,0,0,0,978.4841095420124,978.4841095420124,980.4867125840101,980.4867125840101,983.748710874992,985.7002815000014,982.4958712090156,982.4958712090156,982.4958712090156,983.6291366670048,983.6291366670048,7.447916666666666,1.1248722499876749,space,0.10509758300031535,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.5,0.0,1.11,bottom,right,1.76,0,0,141,141,83,,,,,,,,,,,,,,,,,985.7002815000014,985.7002815000014,0.006387208006344736,right,0.42632995898020454,0.21643518518518517,-0.20601851851851852,0,0,0,986.1481763749907,986.1481763749907,988.1563070839911,988.1563070839911,990.154005791992,991.929020584008,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.5,-1.24,0.0,top,left,1.88,0,0,142,142,134,,,,,,,,,,,,,,,,,991.929020584008,991.929020584008,0.011747875018045306,left,0.3380112500162795,0.21643518518518517,-0.20601851851851852,0,0,0,992.3013171670027,992.3013171670027,994.307781334006,994.307781334006,996.3041409589932,998.1933687090059,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.4,0.0,0.8,top,right,1.12,0,0,143,143,72,,,,,,,,,,,,,,,,,998.1933687090059,998.1933687090059,0.010288833000231534,left,0.43135108301066794,0.21643518518518517,-0.20601851851851852,0,0,0,998.6610213340027,998.6610213340027,1000.6614369589952,1000.6614369589952,1004.0458649999928,1005.1736532089999,1002.6635194999981,1002.6635194999981,1002.6635194999981,1003.90404712499,1003.90404712499,7.447916666666666,1.2169977499870583,space,0.12268349999794737,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
gain,0.4,0.0,0.99,top,left,1.96,0,0,144,144,74,,,,,,,,,,,,,,,,,1005.1736532089999,1005.1736532089999,0.005878875002963468,right,0.3123329999798443,0.21643518518518517,-0.20601851851851852,0,0,0,1005.5080926250084,1005.5080926250084,1007.5199377920071,1007.5199377920071,1009.5208841669955,1011.49514808401,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-0.8,0.66,bottom,left,1.89,1,0,145,145,19,,,,,,,,,,,,,,,,,1011.49514808401,1011.49514808401,0.012073250021785498,left,0.2850853329873644,0.21643518518518517,-0.20601851851851852,0,0,0,1011.8106993749971,1011.8106993749971,1013.8254971670103,1013.8254971670103,1015.8207061249996,1017.7294985420012,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.2,-0.34,0.0,top,left,2.0,0,0,146,146,100,,,,,,,,,,,,,,,,,1017.7294985420012,1017.7294985420012,0.01182604199857451,right,0.3294582919916138,0.21643518518518517,-0.20601851851851852,0,0,0,1018.0841293749982,1018.0841293749982,1020.0892466669902,1020.0892466669902,1023.1976464170148,1025.2179706250026,1022.0799451250059,1022.0799451250059,1022.0799451250059,1023.0207471670001,1023.0207471670001,7.447916666666666,0.9165528750163503,space,0.150418457982596,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
loss,-0.2,-0.36,0.0,top,right,1.04,0,0,147,147,101,,,,,,,,,,,,,,,,,1025.2179706250026,1025.2179706250026,0.008052707999013364,left,0.3782664169848431,0.21643518518518517,-0.20601851851851852,0,0,0,1025.6307229170052,1025.6307229170052,1027.6378660839982,1027.6378660839982,1029.6287504170032,1030.6882712919905,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.5,0.6,bottom,left,1.98,1,0,148,148,29,,,,,,,,,,,,,,,,,1030.6882712919905,1030.6882712919905,0.01186137498007156,right,0.7862895420112181,0.21643518518518517,-0.20601851851851852,0,0,0,1031.4997597500042,1031.4997597500042,1033.505503249995,1033.505503249995,1035.4953346250113,1037.4808646250167,,,,,,,,,,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
mix,0.0,-1.1,2.2,bottom,left,1.76,1,0,149,149,46,,,,,,,,,,,,,,,,,1037.4808646250167,1037.4808646250167,0.006276667001657188,left,0.40487645799294114,0.21643518518518517,-0.20601851851851852,0,0,0,1037.9069524590159,1037.9069524590159,1039.9128985000134,1039.9128985000134,1043.5826622500026,1045.354234333994,1041.9206065420003,1041.9206065420003,1041.9206065420003,1043.2877642920066,1043.2877642920066,7.447916666666666,1.3490426249918528,space,0.27062583301449195,,,,,,,testtttt,001,2023-03-30_16h27.56.617,SWB_debug,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.354234333994,1050.3541319590004,,,,,,,
