TrialType,CertainAmt,TopAmt,BottomAmt,Outcome,RiskSide,ITI,Rating,trialControl.thisRepN,trialControl.thisTrialN,trialControl.thisN,trialControl.thisIndex,revealLoop.thisRepN,revealLoop.thisTrialN,revealLoop.thisN,revealLoop.thisIndex,timeoutLoop.thisRepN,timeoutLoop.thisTrialN,timeoutLoop.thisN,timeoutLoop.thisIndex,HowHappyCheck.thisRepN,HowHappyCheck.thisTrialN,HowHappyCheck.thisN,HowHappyCheck.thisIndex,Win.started,Mouse.started,Keys.started,Mouse.x,Mouse.y,Mouse.leftButton,Mouse.midButton,Mouse.rightButton,Mouse.clicked_name,Keys.keys,Win_2.started,WinMsg.started,Win_3.started,WinMsg_2.started,Cross.started,Cross.stopped,HowHappySlider.started,UnHappy.started,Happy.started,SliderKeyboard.started,SpacetoExit.started,participant,session,date,expName,psychopyVersion,frameRate,
mix,0.0,-0.3,0.06,top,left,1.15,0,0,0,0,0,,,,,,,,,,,,,12.810620700009167,0.03039029985666275,12.810620700009167,0.3125,-0.08912037037037036,1,0,0,RightHalf,None,14.122824399964884,14.122824399964884,16.141375200124457,16.141375200124457,18.10796510009095,19.25924270018004,,,,,,,001,2022-12-12_15h20.19.814,SWB_debug,2022.2.4,59.927176554463784,
mix,0.0,-0.3,0.12,bottom,right,1.3,1,0,1,1,2,,,,,,,,,,,,,19.25924270018004,0.004879399901255965,19.25924270018004,-0.49537037037037035,-0.16435185185185186,1,0,0,LeftHalf,None,21.225675499998033,21.225675499998033,23.243128900183365,23.243128900183365,25.227031599963084,26.544101600069553,,,,,,,001,2022-12-12_15h20.19.814,SWB_debug,2022.2.4,59.927176554463784,
,,,,,,,,,,,,,,,,,,,,,,,,26.544101600069553,0.009454800048843026,26.544101600069553,0.11574074074074074,-0.16782407407407407,1,0,0,RightHalf,None,29.7621320001781,29.7621320001781,31.7629031999968,31.7629031999968,,,33.79580900003202,33.79580900003202,33.79580900003202,39.89815320004709,39.89815320004709,,,,,,,
