instrText.started,instrText.stopped,ready.keys,ready.rt,ready.started,ready.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.630407200000263,None,space,1.6226048999997147,15.630407200000263,None,,001,2021_Jul_16_1113,stroop2,2021.2.0,59.687595127092834,
