Round	Trial Num	TrialType	TrialOnset	ChoiceOnset	DecisionOnset	Feedback Onset	RT	Safe Bet	Low Bet	High Bet	High Bet Pos	Gamble Pos	Choice Pos	Gamble Choice	Outcome	Profit	TotalProfit	
1	147	loss	415.24818089976907	415.261651000008	418.47832469968125	418.48641019966453	3.216673699673265	-0.6	-1.9	0	top	left	right	safe	good	-0.6	9.4	
2	49	mix	425.4287187997252	425.4294746997766	427.6238307999447	429.64013219997287	2.194356100168079	0	-1.5	2.25	bottom	right	right	gamble	good	2.25	11.65	
3	104	loss	434.6672975998372	434.66804979974404	438.5681980000809	438.57304710010067	3.9001482003368437	-0.2	-0.44	0	top	right	left	safe	bad	-0.2	11.45	
4	77	gain	448.18042289977893	448.1811386998743	449.77875129971653	451.7940989998169	1.5976125998422503	0.4	0	1.26	top	right	right	gamble	good	1.26	12.71	
5	75	gain	455.8828913997859	455.88991650007665	458.6406820998527	460.6572211999446	2.7507655997760594	0.4	0	0.99	top	left	left	gamble	good	0.99	13.7	
6	78	gain	466.13542780000716	466.13622719980776	467.5526966997422	469.56888419995084	1.4164694999344647	0.4	0	1.44	top	right	right	gamble	bad	0.0	13.7	
7	148	loss	476.74866089969873	476.7493838998489	480.59580949973315	480.6029832996428	3.846425599884242	-0.6	-2.16	0	bottom	right	left	safe	good	-0.6	13.1	
8	115	loss	487.6411218997091	487.6418766998686	491.40628169989213	493.4228892000392	3.764405000023544	-0.3	-0.74	0	top	right	right	gamble	bad	-0.74	12.36	
9	11	mix	498.3421152997762	498.35011369967833	502.76696599973366	502.7748924996704	4.416852300055325	0	-0.5	0.26	top	left	right	safe	good	0.0	12.36	
10	101	loss	512.1788963996805	512.1866947999224	515.5935164997354	515.6014065998606	3.4068216998130083	-0.2	-0.34	0	bottom	left	right	safe	good	-0.2	12.16	
11	76	gain	523.153221399989	523.16114489967	524.3221396999434	526.339086199645	1.160994800273329	0.4	0	1.12	bottom	left	left	gamble	bad	0.0	12.16	
12	4	mix	531.2708144998178	531.271568399854	534.1669275998138	536.1838076999411	2.8953591999597847	0	-0.3	0.16	top	right	right	gamble	good	0.16	12.32	
13	54	gain	542.5794926998205	542.5802636998706	545.044998199679	547.0614674999379	2.464734499808401	0.2	0	0.44	top	right	right	gamble	good	0.44	12.76	
14	60	gain	551.1390975997783	551.1459949999116	552.5238818996586	554.5405700998381	1.3778868997469544	0.2	0	1	top	left	left	gamble	good	1.0	13.76	
15	71	gain	559.5968140000477	559.6053607999347	561.3363194996491	563.35275359964	1.7309586997143924	0.4	0	0.67	bottom	left	left	gamble	good	0.67	14.43	
16	131	loss	570.4980230000801	570.5083824000321	574.095852300059	574.1028399998322	3.5874699000269175	-0.5	-0.84	0	bottom	left	right	safe	good	-0.5	13.93	
17	127	loss	580.8324770000763	580.833201599773	582.7750649997033	582.7797237997875	1.9418633999302983	-0.4	-1.26	0	top	right	left	safe	bad	-0.4	13.53	
18	21	mix	589.3613525000401	589.3683599997312	591.570272800047	593.5865907999687	2.2019128003157675	0	-0.8	0.8	bottom	left	left	gamble	good	0.8	14.33	
19	124	loss	601.0817745998502	601.0826268000528	604.4969596997835	606.5133881000802	3.4143328997306526	-0.4	-0.89	0	bottom	right	right	gamble	good	0.0	14.33	
20	47	mix	611.4953417000361	611.501923199743	613.075704799965	615.0918409000151	1.5737816002219915	0	-1.1	2.2	top	left	left	gamble	bad	-1.1	13.23	
21	38	mix	620.3674669996835	620.3681862996891	621.9876247998327	624.003732000012	1.6194385001435876	0	-0.5	0.6	bottom	right	right	gamble	good	0.6	13.83	
22	34	mix	631.000076700002	631.0008833999746	632.2484474000521	634.2653207997791	1.2475640000775456	0	-1.5	1.5	bottom	right	right	gamble	good	1.5	15.33	
