Round	Trial Num	TrialType	TrialOnset	ChoiceOnset	DecisionOnset	Feedback Onset	RT	Safe Bet	Low Bet	High Bet	High Bet Pos	Gamble Pos	Choice Pos	Gamble Choice	Outcome	Profit	TotalProfit	
1	99	gain	422.33759370003827	422.3402213000227	426.6241255000932	426.6320658000186	4.283904200070538	0.6	0	2.52	bottom	right	left	safe	bad	0.6	10.6	
2	13	mix	433.2152763000922	433.21605110005476	437.734929200029	439.75004360009916	4.518878099974245	0	-0.5	0.41	bottom	right	right	gamble	good	0.41	11.01	
3	1	mix	444.35859100008383	444.3664379999973	450.96059870009776	452.9764027000638	6.594160700100474	0	-0.3	0.06	bottom	left	left	gamble	bad	-0.3	10.71	
4	67	gain	461.53812690009363	461.5389095999999	465.4362589000957	467.45216530002654	3.8973493000958115	0.3	0	0.95	top	right	right	gamble	bad	0.0	10.71	
5	65	gain	472.6250807000324	472.62581019999925	474.2982817000011	474.3054714000318	1.6724715000018477	0.3	0	0.74	top	right	left	safe	good	0.3	11.01	
6	20	mix	481.47989320009947	481.48832850006875	486.92547220003325	486.93362500006333	5.437143699964508	0	-0.8	0.66	top	left	right	safe	good	0.0	11.01	
7	101	loss	499.118033500039	499.1277586000506	505.3490990999853	505.3568813999882	6.22134049993474	-0.2	-0.34	0	bottom	left	right	safe	good	-0.2	10.81	
8	41	mix	512.9028764000395	512.9109812000534	518.3256391000468	520.3407175000757	5.414657899993472	0	-0.8	0.96	bottom	left	left	gamble	bad	-0.8	10.01	
9	95	gain	525.5373795999913	525.5454873000272	531.9515289000701	533.9672621000791	6.406041600042954	0.6	0	1.49	top	left	left	gamble	bad	0.0	10.01	
10	17	mix	542.3450226000277	542.3458245000802	548.310182300047	548.3175420000916	5.96435779996682	0	-0.8	0.32	top	right	left	safe	good	0.0	10.01	
11	69	gain	555.8090964000439	555.8098330000648	562.4687589000678	564.4847137000179	6.6589259000029415	0.3	0	1.26	bottom	right	right	gamble	bad	0.0	10.01	
12	113	loss	569.6306459000334	569.6313852000749	574.4789892000845	574.48601220001	4.847604000009596	-0.3	-0.6	0	bottom	right	left	safe	bad	-0.3	9.71	
13	91	gain	584.9737853000406	584.9790593000362	592.9530553000513	0	0	0.6	0	1.01	bottom	left	left	safe	NaN	0	9.71	
14	96	gain	596.9104199000867	596.9148889000062	599.6818331000395	599.6902645000955	2.766944200033322	0.6	0	1.68	bottom	left	right	safe	bad	0.6	10.31	
15	100	gain	607.1972790000727	607.2015635999851	612.5088687000098	614.5254561000038	5.307305100024678	0.6	0	3	top	left	left	gamble	good	3.0	13.31	
16	32	mix	626.634437300032	626.6424787000287	634.463425300084	634.4713058000198	7.820946600055322	0	-1.5	0.99	top	left	right	safe	bad	0.0	13.31	
17	75	gain	641.3806932000443	641.3854960000608	646.5902962000109	648.6065527000464	5.204800199950114	0.4	0	0.99	top	left	left	gamble	good	0.99	14.3	
18	23	mix	654.087543600006	654.0885685000103	662.0663852000143	0	0	0	-1.1	0.33	bottom	right	NaN	NaN	Nan	0	14.3	
19	122	loss	669.5942415000172	669.6025314000435	675.0586330000078	677.0742661000695	5.456101599964313	-0.4	-0.73	0	top	left	left	gamble	bad	-0.73	13.57	
20	47	mix	682.0353639000095	682.0447871000506	687.0188147000736	689.0345492000924	4.974027600022964	0	-1.1	2.2	top	left	left	gamble	bad	-1.1	12.47	
21	107	loss	694.3121614000993	694.3208076000446	697.3966460000956	697.4039229000919	3.0758384000509977	-0.2	-0.63	0	top	left	right	safe	bad	-0.2	12.27	
22	60	gain	708.3903035999974	708.3973278000485	715.8035661000758	715.8113749000477	7.406238300027326	0.2	0	1	top	left	right	safe	bad	0.2	12.47	
23	146	loss	722.8929949000012	722.9003756000893	726.930974500021	728.9467361000134	4.030598899931647	-0.6	-1.68	0	bottom	left	left	gamble	good	0.0	12.47	
24	39	mix	733.5601019000169	733.5677220000653	738.458817900042	740.475143800024	4.89109589997679	0	-0.5	0.75	top	left	left	gamble	good	0.75	13.22	
25	44	mix	751.734017000068	751.7348122000694	758.7308238000842	758.7384779000422	6.996011600014754	0	-1.1	1.1	bottom	right	left	safe	good	0.0	13.22	
26	49	mix	766.0461756000295	766.0469351999927	772.3901103000389	774.4071299000643	6.34317510004621	0	-1.5	2.25	bottom	right	right	gamble	good	2.25	15.47	
27	97	gain	779.4350149000529	779.4434276000829	787.4163204000797	0	0	0.6	0	1.9	top	left	right	gamble	NaN	0	15.47	
28	46	mix	795.3458863000851	795.3551317000529	802.0245569000253	802.0330406000139	6.669425199972466	0	-1.1	1.65	bottom	left	right	safe	bad	0.0	15.47	
29	143	loss	808.6211689000484	808.6219635000452	814.4350117000286	816.4512997000711	5.813048199983314	-0.6	-1.2	0	top	right	right	gamble	good	0.0	15.47	
30	45	mix	821.4435856000055	821.4513557000319	825.3460464000236	827.3624823000282	3.89469069999177	0	-1.1	1.32	top	left	left	gamble	bad	-1.1	14.37	
31	31	mix	836.4724409000482	836.4794112000382	841.4208080000244	841.4286072000396	4.941396799986251	0	-1.5	0.78	bottom	left	right	safe	good	0.0	14.37	
32	48	mix	848.1738812000258	848.1746121000033	856.1633088000817	0	0	0	-1.5	1.8	bottom	right	NaN	NaN	Nan	0	14.37	
33	6	mix	858.6813684999943	858.6876949000871	866.6578966000816	0	0	0	-0.3	0.25	bottom	left	NaN	NaN	NaN	0	14.37	
34	34	mix	873.1039532000432	873.1048911000835	878.3012856000569	880.3175731000956	5.196394499973394	0	-1.5	1.5	bottom	right	right	gamble	good	1.5	15.87	
35	59	gain	885.5550285000354	885.5557894000085	887.845598999993	889.8622739000712	2.2898095999844372	0.2	0	0.84	bottom	right	right	gamble	good	0.84	16.71	
36	90	gain	894.9819381000707	894.9827575000236	901.0725299000042	903.0882940000156	6.089772399980575	0.5	0	2.5	top	right	right	gamble	bad	0.0	16.71	
37	117	loss	911.4992726000492	911.5000370000489	915.081703600008	917.098089300096	3.581666599959135	-0.3	-0.95	0	top	right	right	gamble	bad	-0.95	15.76	
38	40	mix	921.6365882999962	921.6373856000137	927.9582632000092	929.9740029000677	6.320877599995583	0	-0.5	1	top	right	right	gamble	bad	-0.5	15.26	
39	79	gain	935.461284100078	935.4620548000094	943.2668656000169	945.2830616000574	7.8048108000075445	0.4	0	1.68	top	right	right	gamble	good	1.68	16.94	
40	5	mix	953.5779712999938	953.5852977000177	958.4087190000573	958.4165276000276	4.823421300039627	0	-0.3	0.2	top	left	right	safe	good	0.0	16.94	
41	10	mix	965.8929577000672	965.8968185000122	968.8360512000509	968.8406180000165	2.9392327000387013	0	-0.5	0.2	top	left	right	safe	bad	0.0	16.94	
42	50	mix	975.7568694000365	975.7637088000774	978.980574300047	980.9972836000379	3.216865499969572	0	-1.5	3	top	left	left	gamble	good	3.0	19.94	
43	12	mix	993.2910168000963	993.296935499995	1000.1199189000763	1002.1363952000393	6.822983400081284	0	-0.5	0.33	bottom	left	left	gamble	bad	-0.5	19.44	
44	119	loss	1007.162671500002	1007.1633994000731	1015.1456091	0	0	-0.3	-1.26	0	bottom	right	NaN	NaN	Nan	0	19.44	
45	149	loss	1018.5228364000795	1018.5236130000558	1022.0083748000907	1024.0245196000906	3.484761800034903	-0.6	-2.52	0	bottom	right	right	gamble	good	0.0	19.44	
46	33	mix	1032.2522542000515	1032.2530952000525	1040.2322702000383	0	0	0	-1.5	1.23	bottom	right	NaN	NaN	Nan	0	19.44	
47	11	mix	1043.1295655000722	1043.1364914000733	1047.5448105999967	1047.5527624000097	4.408319199923426	0	-0.5	0.26	top	left	right	safe	good	0.0	19.44	
48	111	loss	1054.417566500022	1054.4241416000295	1056.7732135000406	1058.7892278000945	2.3490719000110403	-0.3	-0.5	0	top	left	left	gamble	bad	-0.5	18.94	
49	68	gain	1066.9843918000115	1066.9851517000934	1071.0324018000392	1071.04126670002	4.047250099945813	0.3	0	1.08	top	right	left	safe	bad	0.3	19.24	
50	55	gain	1077.6262619000627	1077.6334304000484	1084.1582977999933	1086.175048800069	6.524867399944924	0.2	0	0.5	top	left	left	gamble	bad	0.0	19.24	
51	70	gain	1090.8763945000246	1090.8826699000783	1098.8679656999884	0	0	0.3	0	1.5	top	left	left	gamble	NaN	0	19.24	
52	29	mix	1103.7481253000442	1103.7489512000466	1108.5792215000838	1108.587878099992	4.830270300037228	0	-1.5	0.45	top	right	left	safe	bad	0.0	19.24	
53	121	loss	1116.0006987000816	1116.007333100075	1122.4051579000661	1122.4131582000991	6.397824799991213	-0.4	-0.67	0	bottom	left	right	safe	bad	-0.4	18.84	
54	142	loss	1129.0831139000366	1129.0841159000993	1132.9496172000654	1134.9654152999865	3.8655012999661267	-0.6	-1.09	0	top	right	right	gamble	bad	-1.09	17.75	
55	64	gain	1142.909890400013	1142.9169554000255	1145.359128100099	1147.3754079000792	2.44217270007357	0.3	0	0.67	top	left	left	gamble	good	0.67	18.42	
56	36	mix	1151.9859260000521	1151.9942807999905	1155.9374766000547	1157.9525226000696	3.9431958000641316	0	-0.3	0.45	top	left	left	gamble	bad	-0.3	18.12	
57	57	gain	1162.8728110000957	1162.880555300042	1164.882519600098	1166.8986442000605	2.001964300055988	0.2	0	0.63	top	left	left	gamble	good	0.63	18.75	
58	73	gain	1174.527229600004	1174.5280171000632	1179.5582001000876	1179.5659594000317	5.030183000024408	0.4	0	0.8	bottom	right	left	safe	good	0.4	19.15	
59	4	mix	1186.2501781000756	1186.2509087000508	1192.9337869000155	1194.9507910000393	6.682878199964762	0	-0.3	0.16	top	right	right	gamble	good	0.16	19.31	
60	104	loss	1198.9798880000599	1198.9806541000726	1203.029166100081	1203.0372043000534	4.048512000008486	-0.2	-0.44	0	top	right	left	safe	bad	-0.2	19.11	
61	127	loss	1212.2572336000158	1212.2580008000368	1216.3221685000462	1218.3370278000366	4.0641677000094205	-0.4	-1.26	0	top	right	right	gamble	good	0.0	19.11	
62	82	gain	1222.3998311000178	1222.4061611000216	1226.4832104000961	1226.4910353000741	4.077049300074577	0.5	0	0.91	top	left	right	safe	bad	0.5	19.61	
63	137	loss	1233.989169800072	1233.9960717000067	1238.6096522000153	1240.6259062000317	4.613580500008538	-0.5	-1.58	0	bottom	left	left	gamble	bad	-1.58	18.03	
64	89	gain	1248.0049300000537	1248.0106962000718	1252.0364442000864	1254.0515613000607	4.025748000014573	0.5	0	2.1	top	left	left	gamble	good	2.1	20.13	
65	147	loss	1259.2586582000367	1259.2677999000298	1263.7135122000473	1263.720618100022	4.445712300017476	-0.6	-1.9	0	top	left	right	safe	good	-0.6	19.53	
66	24	mix	1270.6590400000568	1270.659810799989	1276.0403735000873	1276.0481693000766	5.3805627000983804	0	-1.1	0.44	bottom	right	left	safe	bad	0.0	19.53	
67	123	loss	1285.3521497000474	1285.3529264000244	1288.583066400024	1290.5996881000465	3.2301399999996647	-0.4	-0.8	0	bottom	right	right	gamble	bad	-0.8	18.73	
68	140	loss	1295.5085764999967	1295.5097608000506	1298.6781675000675	1298.6853257000912	3.1684067000169307	-0.5	-2.5	0	top	right	left	safe	good	-0.5	18.23	
69	80	gain	1305.4896004000911	1305.4964675999945	1308.1897783000022	1310.2062215000624	2.6933107000077143	0.4	0	2	top	left	left	gamble	bad	0.0	18.23	
70	116	loss	1318.301249400014	1318.3071124000708	1324.7972606000258	1324.80501120002	6.4901481999550015	-0.3	-0.84	0	bottom	left	right	safe	good	-0.3	17.93	
71	150	loss	1332.0542940000305	1332.0621305000968	1335.0428465000587	1337.0581586000044	2.9807159999618307	-0.6	-3	0	top	left	left	gamble	good	0.0	17.93	
72	139	loss	1342.3692241000244	1342.3768871000502	1347.6858274000697	1347.6937340000877	5.308940300019458	-0.5	-2.1	0	top	left	right	safe	bad	-0.5	17.43	
73	3	mix	1357.2304154000012	1357.2314757000422	1362.5605735999998	1362.5685505000874	5.32909789995756	0	-0.3	0.12	top	right	left	safe	good	0.0	17.43	
74	102	loss	1369.4122645000461	1369.4130331000779	1375.0878573000664	1377.1032937000273	5.674824199988507	-0.2	-0.36	0	top	right	right	gamble	good	0.0	17.43	
75	35	mix	1381.1563208000734	1381.1643160000676	1385.498977500014	1387.5153004000895	4.334661499946378	0	-0.3	0.36	top	left	left	gamble	good	0.36	17.79	
76	141	loss	1394.8096723000053	1398.7803330000024	1404.0726063000038	1406.0881508000894	5.292273300001398	-0.6	-1.01	0	bottom	left	left	gamble	bad	-1.01	16.78	
77	63	gain	1410.7051099000964	1410.70620590006	1414.4497969000367	1416.4654860000592	3.743590999976732	0.3	0	0.6	bottom	right	right	gamble	good	0.6	17.38	
78	7	mix	1421.702929400024	1421.7098976999987	1429.6927394000813	0	0	0	-0.3	0.3	top	left	right	gamble	NaN	0	17.38	
79	72	gain	1435.4222258999944	1435.4306991000194	1440.403284	1442.4183790000388	4.972584899980575	0.4	0	0.73	top	left	left	gamble	bad	0.0	17.38	
80	130	loss	1447.6912957000313	1447.6986965000397	1450.2482062000781	1450.2560791000724	2.5495097000384703	-0.4	-2	0	top	left	right	safe	good	-0.4	16.98	
81	98	gain	1457.7316454000538	1457.7324268000666	1464.4404601000715	1466.4567134000827	6.7080333000048995	0.6	0	2.16	bottom	right	right	gamble	bad	0.0	16.98	
82	103	loss	1473.3680089000845	1473.3687868000707	1479.1992707999889	1481.2144178000744	5.830483999918215	-0.2	-0.4	0	top	right	right	gamble	bad	-0.4	16.58	
