Round	Rating	RatingOnset	RT	
1	64	6.157400400028564	42.91733610001393	
4	50	457.64540310006123	2.860400900011882	
7	50	494.36499600007664	3.720874599996023	
10	50	539.3406317000045	1.9729636000702158	
13	50	581.065002300078	2.875874300021678	
16	53	619.9913845000556	5.610378799960017	
19	50	664.1655986000551	4.397239099955186	
22	50	704.6797220000299	2.679090699995868	
25	55	745.6732411000412	5.029532599961385	
28	50	790.4539257000433	3.8582347000483423	
31	45	832.0689809999894	3.371847900096327	
34	50	870.0157074000454	2.0558968000113964	
37	50	908.2808601000579	2.18697899999097	
40	50	949.8316876000026	2.713284800061956	
43	53	986.3950655000517	5.86313249997329	
46	50	1029.2687288000016	1.951096300035715	
49	50	1064.2000995000126	1.7512115000281483	
52	50	1100.9678473999957	1.7474167000036687	
55	50	1140.4147985000163	1.4628567000618204	
58	50	1171.8677359999856	1.62723530002404	
61	50	1209.7808385000098	1.444103299989365	
64	50	1245.425304400036	1.5473614999791607	
67	50	1282.7841394999996	1.5353727000765502	
70	50	1315.3882030000677	1.8805815000087023	
73	50	1354.8697340000654	1.3286013000179082	
76	50	1392.2724290000042	1.50568290008232	
79	50	1433.0296614000108	1.3596885000588372	
82	50	1471.0394549000775	1.2969962999923155	
85	50	1510.1913913000608	1.5076126999920234	
88	50	1550.9887774999952	1.52188280003611	
91	50	1588.7891899000388	1.4342252999776974	
94	53	1622.902895300067	5.94996140000876	
97	50	1665.1395492000738	1.327378600020893	
100	50	1699.7906056999927	1.4911763001000509	
103	50	1732.3636235999875	1.7834798000985757	
106	50	1766.927374400082	2.6520516999298707	
109	50	1803.687321400037	1.6892216999549419	
112	50	1839.6890372000635	1.7344808999914676	
115	50	1878.7958106000442	1.5076808000449091	
118	50	1913.1783987000817	1.7067359999055043	
121	52	1947.0863399000373	4.113079900038429	
124	50	1984.5271180000855	1.7368969999952242	
127	50	2027.4804349000333	2.19398480001837	
130	50	2068.0997775000287	2.203148200060241	
133	50	2108.334349300014	1.5641098000342026	
136	50	2144.2381053999998	1.4739973000250757	
139	50	2179.1398425000953	1.6202931998996064	
142	50	2214.6638725000666	1.7607430999632925	
145	50	2251.7639397000894	1.3918303999816999	
148	42	2284.807901400025	3.896038700011559	
151	50	2325.6966432000045	1.5858058000449091	

Start Time: 12:15:30
End Time: 12:54:18
