Round	Trial Num	TrialType	TrialOnset	ChoiceOnset	DecisionOnset	Feedback Onset	RT	Safe Bet	Low Bet	High Bet	High Bet Pos	Gamble Pos	Choice Pos	Gamble Choice	Outcome	Profit	TotalProfit	
1	126	loss	487.9911073999974	488.0024697999979	491.37413749999905	491.3817155999968	3.371667700001126	-0.4	-1.12	0	bottom	left	right	safe	good	-0.4	9.6	
2	11	mix	498.70276419999936	498.7137690999989	503.61765399999786	505.6334105999995	4.903884899998957	0	-0.5	0.26	top	left	left	gamble	bad	-0.5	9.1	
3	71	gain	510.4880581999969	510.4955360999993	512.947094799998	512.9541044999969	2.4515586999987136	0.4	0	0.67	bottom	left	right	safe	bad	0.4	9.5	
4	122	loss	528.8705878999972	528.8771707999986	533.6519043999979	535.6683256999968	4.774733599999308	-0.4	-0.73	0	top	left	left	gamble	bad	-0.73	8.77	
5	89	gain	540.6270869	540.6349140999992	544.1630114	544.1708084999991	3.528097300000809	0.5	0	2.1	top	left	right	safe	bad	0.5	9.27	
6	40	mix	551.4082089999974	551.408954399998	553.7078787999999	553.7107909999977	2.2989244000018516	0	-0.5	1	top	right	left	safe	good	0.0	9.27	
7	51	gain	569.0327190999997	569.0402017999986	573.2484942999981	573.2563024999981	4.208292499999516	0.2	0	0.34	bottom	left	right	safe	good	0.2	9.47	
8	118	loss	580.7465023999976	580.7472521999989	582.5759691999992	582.5809382999978	1.8287170000003243	-0.3	-1.08	0	top	right	left	safe	bad	-0.3	9.17	
9	67	gain	589.3692020999988	589.3699583999987	590.9056105999989	592.9206785999995	1.535652200000186	0.3	0	0.95	top	right	right	gamble	bad	0.0	9.17	
10	25	mix	602.0825713999984	602.0905886999972	604.5483958999976	604.5562963999982	2.4578072000003885	0	-1.1	0.57	top	left	right	safe	bad	0.0	9.17	
11	41	mix	611.7427470000002	611.7491262000003	614.3600020999984	616.3756658999991	2.6108758999980637	0	-0.8	0.96	bottom	left	left	gamble	bad	-0.8	8.37	
12	46	mix	621.5752007999981	621.5822654999974	624.6710248999989	624.6780442999989	3.088759400001436	0	-1.1	1.65	bottom	left	right	safe	bad	0.0	8.37	
13	94	gain	636.9308098999973	636.9315776999974	639.4300642999988	641.4451521999981	2.4984866000013426	0.6	0	1.33	bottom	right	right	gamble	bad	0.0	8.37	
14	115	loss	646.7904265999969	646.7912980999972	652.1401198999993	652.1479077000004	5.348821800002042	-0.3	-0.74	0	top	right	left	safe	good	-0.3	8.07	
15	57	gain	659.0897654999972	659.0974876	661.7516099999993	663.7677589999985	2.6541223999993235	0.2	0	0.63	top	left	left	gamble	good	0.63	8.7	
16	74	gain	676.9271640999978	676.9278820999971	679.3416968999991	681.357656199998	2.413814800002001	0.4	0	0.89	bottom	right	right	gamble	good	0.89	9.59	
