Round	Trial Num	TrialType	TrialOnset	ChoiceOnset	DecisionOnset	Feedback Onset	RT	Safe Bet	Low Bet	High Bet	High Bet Pos	Gamble Pos	Choice Pos	Gamble Choice	Outcome	Profit	TotalProfit	
1	71	gain	338.97432449999997	338.99002340000015	341.7697511000001	343.78561320000017	2.7797276999999667	0.4	0	0.67	bottom	left	left	gamble	good	0.67	10.67	
2	45	mix	348.5290573000002	348.53835579999986	350.7483406000001	352.76446739999983	2.2099848000002567	0	-1.1	1.32	top	left	left	gamble	bad	-1.1	9.57	
3	118	loss	357.4722009000002	357.47292730000026	361.8258503000002	361.83374129999993	4.352922999999919	-0.3	-1.08	0	top	right	left	safe	bad	-0.3	9.27	
4	38	mix	376.28555700000015	376.28628590000017	379.3826696000001	381.3993058000001	3.096383699999933	0	-0.5	0.6	bottom	right	right	gamble	good	0.6	9.87	
5	135	loss	386.0773113	386.08716970000023	390.02711720000025	392.0437053999999	3.9399475000000166	-0.5	-1.24	0	top	left	left	gamble	good	0.0	9.87	
6	100	gain	397.43598770000017	397.4429487000002	399.67183890000024	401.68764790000023	2.2288902000000235	0.6	0	3	top	left	left	gamble	good	3.0	12.87	
7	27	mix	412.71597870000005	412.71673599999986	415.18093839999983	417.19683250000026	2.4642023999999765	0	-1.1	0.9	top	right	right	gamble	good	0.9	13.77	
8	12	mix	422.0190256000001	422.02712299999985	424.75916129999996	424.76662829999987	2.732038300000113	0	-0.5	0.33	bottom	left	right	safe	good	0.0	13.77	
9	99	gain	431.81665740000017	431.8173710000001	434.0703002999999	436.08707790000017	2.252929299999778	0.6	0	2.52	bottom	right	right	gamble	good	2.52	16.29	
10	61	gain	447.16292509999994	447.16994699999987	450.2785090000002	452.2951785	3.1085620000003473	0.3	0	0.5	top	left	left	gamble	bad	0.0	16.29	
11	32	mix	457.22704920000024	457.23481600000014	460.30686289999994	460.3117293	3.0720468999998047	0	-1.5	0.99	top	left	right	safe	bad	0.0	16.29	
12	50	mix	467.211088	467.2146656	469.43552550000004	471.45120080000015	2.2208599000000504	0	-1.5	3	top	left	left	gamble	good	3.0	19.29	
13	125	loss	483.2956515999999	483.3039303999999	486.20942809999997	488.22512210000014	2.905497700000069	-0.4	-0.99	0	top	left	left	gamble	good	0.0	19.29	
14	4	mix	493.06721719999996	493.0679715000001	495.63771369999995	497.6534654000002	2.569742199999837	0	-0.3	0.16	top	right	right	gamble	good	0.16	19.45	
15	14	mix	501.6826587999999	501.6898349000003	503.9837760999999	503.99080219999996	2.293941199999608	0	-0.5	0.5	top	left	right	safe	bad	0.0	19.45	
16	22	mix	514.8771308999999	514.8834415000001	518.3923972000002	518.4001668000001	3.508955700000115	0	-1.1	0.22	top	left	right	safe	good	0.0	19.45	
17	41	mix	525.7343031	525.7408752000001	527.8040430000001	529.8208623999999	2.063167799999974	0	-0.8	0.96	bottom	left	left	gamble	bad	-0.8	18.65	
18	74	gain	535.0201149	535.0208714999999	538.2650446000002	538.2720907000003	3.244173100000353	0.4	0	0.89	bottom	right	left	safe	bad	0.4	19.05	
19	150	loss	549.0105269000001	549.0177455000003	551.9750598	553.9910530000002	2.95731429999978	-0.6	-3	0	top	left	left	gamble	good	0.0	19.05	
20	19	mix	559.3033991000002	559.304185	564.701544	564.7092213000001	5.397359000000051	0	-0.8	0.53	bottom	right	left	safe	good	0.0	19.05	
21	24	mix	572.1925157000001	572.1932428999999	575.1456567999999	575.1514323000001	2.9524139000000105	0	-1.1	0.44	bottom	right	left	safe	bad	0.0	19.05	
22	43	mix	589.4561070999998	589.4568789999998	591.8707288	593.8859198999999	2.4138498000002073	0	-0.8	1.6	top	right	right	gamble	good	1.6	20.65	
23	25	mix	598.1762714000001	598.1845125	600.3994191000002	600.4063857000001	2.2149066000001767	0	-1.1	0.57	top	left	right	safe	bad	0.0	20.65	
24	104	loss	607.5692812000002	607.5700132000002	612.0262536999999	614.0419265	4.456240499999694	-0.2	-0.44	0	top	right	right	gamble	good	0.0	20.65	
25	59	gain	622.5042515999999	622.5050197	624.7527246	626.7695807999999	2.247704899999917	0.2	0	0.84	bottom	right	right	gamble	good	0.84	21.49	
26	20	mix	631.8877143	631.8935454000002	635.9968324000001	636.0037668999998	4.103286999999909	0	-0.8	0.66	top	left	right	safe	good	0.0	21.49	
27	148	loss	643.4207593000001	643.4215321000001	647.8744580000002	647.8833236	4.452925900000082	-0.6	-2.16	0	bottom	right	left	safe	good	-0.6	20.89	
28	84	gain	659.1852454999998	659.1868720000002	661.5165434	663.5323294	2.3296713999998246	0.5	0	1.11	bottom	right	right	gamble	good	1.11	22.0	
29	37	mix	668.8083190000002	668.8144941	671.7284	671.7353928000002	2.913905899999918	0	-0.3	0.6	bottom	left	right	safe	good	0.0	22.0	
30	107	loss	678.3204329999999	678.3287025	682.9726721000002	684.9885552000001	4.643969600000219	-0.2	-0.63	0	top	left	left	gamble	good	0.0	22.0	
31	98	gain	694.5486773000002	694.5494656999999	696.6817891999999	698.6978743	2.132323499999984	0.6	0	2.16	bottom	right	right	gamble	bad	0.0	22.0	
32	6	mix	703.2801405999999	703.2882708000002	709.0586296000001	711.0737632	5.77035879999994	0	-0.3	0.25	bottom	left	left	gamble	bad	-0.3	21.7	
33	42	mix	716.2614260999999	716.2621899000001	718.8867206	720.9022187999999	2.624530699999923	0	-0.8	1.2	top	right	right	gamble	bad	-0.8	20.9	
34	146	loss	730.9796942000003	730.9879406	734.5285076999999	736.5442524	3.540567099999862	-0.6	-1.68	0	bottom	left	left	gamble	good	0.0	20.9	
35	49	mix	741.1504828000002	741.1511937	743.6069428999999	745.6231268000001	2.4557491999999	0	-1.5	2.25	bottom	right	right	gamble	good	2.25	23.15	
36	101	loss	750.6511447000003	750.6576098	755.1835768000001	757.2000023	4.525967000000037	-0.2	-0.34	0	bottom	left	left	gamble	bad	-0.34	22.81	
37	17	mix	767.0777091	767.0784760000001	770.9424961	770.9486916999999	3.864020099999834	0	-0.8	0.32	top	right	left	safe	good	0.0	22.81	
38	85	gain	778.4355417000002	778.4435733	780.5704695	782.5865585000001	2.126896199999919	0.5	0	1.24	top	left	left	gamble	good	1.24	24.05	
39	54	gain	787.2942788999999	787.2951305000001	790.2988835000001	790.3059607	3.0037529999999606	0.2	0	0.44	top	right	left	safe	bad	0.2	24.25	
40	138	loss	800.5610159000003	800.5617923999998	802.8756615000002	802.8827649999998	2.3138691000003746	-0.5	-1.8	0	bottom	right	left	safe	bad	-0.5	23.75	
41	81	gain	810.4010241000001	810.4061037000001	812.3207483000001	814.3359410000003	1.9146445999999742	0.5	0	0.84	bottom	left	left	gamble	bad	0.0	23.75	
42	67	gain	819.8289165000001	819.8296811	821.9656043	823.9810001000001	2.1359231999999793	0.3	0	0.95	top	right	right	gamble	bad	0.0	23.75	
43	129	loss	833.0271616	833.0278914999999	838.0406311000002	838.0484197000001	5.012739600000259	-0.4	-1.68	0	top	right	left	safe	bad	-0.4	23.35	
44	30	mix	844.7150366999999	844.7229637999999	848.2349739000001	848.2419497000001	3.512010100000225	0	-1.5	0.6	top	left	right	safe	good	0.0	23.35	
45	75	gain	855.7484623	855.7553112999999	858.2462980999999	860.2627455000002	2.4909867999999733	0.4	0	0.99	top	left	left	gamble	good	0.99	24.34	
46	83	gain	869.7910282000003	869.7917898000001	872.9386644000001	872.9463681000002	3.1468746000000465	0.5	0	1	bottom	right	left	safe	bad	0.5	24.84	
47	127	loss	880.4818064000001	880.4825329	884.4159487000002	884.4238579000003	3.933415800000148	-0.4	-1.26	0	top	right	left	safe	bad	-0.4	24.44	
48	5	mix	891.0220686000002	891.0293040000001	894.3269841000001	894.3331164000001	3.2976800999999796	0	-0.3	0.2	top	left	right	safe	good	0.0	24.44	
49	114	loss	905.5536424000002	905.5614031999999	908.5193462000002	910.5349722999999	2.9579430000003413	-0.3	-0.67	0	top	left	left	gamble	good	0.0	24.44	
50	63	gain	915.3176478	915.3184595000002	917.8642505000003	919.8812343	2.5457910000000084	0.3	0	0.6	bottom	right	right	gamble	good	0.6	25.04	
51	108	loss	925.1175978000001	925.1183657000001	927.7097285999998	927.7167758999999	2.5913628999996945	-0.2	-0.72	0	bottom	right	left	safe	bad	-0.2	24.84	
