Round	Rating	RatingOnset	RT	
1	36	207.45974830000023	29.04945719999978	
4	45	368.6378920000002	6.613767199999984	
7	46	407.1538743000001	4.5282171999997445	
10	46	440.63735670000005	5.493608100000074	
13	46	476.8483408000002	5.4141554999996515	
16	47	510.54560219999985	3.299977800000306	
19	47	544.8393971999999	3.1373034000002917	
22	46	581.8677597000001	6.55744999999979	
25	47	618.2432564000001	3.2287108999998964	
28	47	654.9296466999999	3.2230883000001995	
31	47	690.2300614999999	3.2872387000002163	
34	47	726.1092257	3.8387502000000495	
37	47	762.7175273000003	3.328096999999616	
40	47	796.9348181999999	2.5929171000002498	
43	47	829.1524359999999	2.840860600000269	
46	47	865.7391947000001	3.0186846999999943	
49	47	901.8084653999999	2.713698100000329	
52	47	934.7525150000001	3.0188818999999967	
55	47	970.0921546	3.143831400000181	
58	47	1006.1872904000002	2.829672099999698	
61	47	1039.4780129	3.254565100000036	
64	47	1074.3354886000002	2.6786913000000823	
67	47	1111.7815601000002	2.8626398999999765	
70	47	1145.4144906000001	2.8954835999998068	
73	47	1179.6744426	2.9007206000001133	
76	47	1216.2637310999999	2.97418880000032	
79	47	1256.0298288	2.904690400000163	
82	47	1289.6446939000002	2.772213499999907	
85	47	1327.7410461	2.6891359000001103	
88	47	1362.2113611000004	2.950235999999677	
91	47	1396.9007579999998	2.892657400000644	
94	47	1430.4056724000002	2.9699986999994508	
97	46	1465.8705000999998	4.635662400000001	
100	47	1503.2644535	2.573019700000259	
103	47	1535.0133432000002	2.8570162999994864	
106	47	1569.4723335999997	2.5965163000000757	
109	47	1604.0726125	2.7445551000000705	
112	47	1636.3706794999998	2.645601700000043	
115	47	1667.7160234000003	2.4509516999996777	
118	47	1703.702222	2.828946900000119	
121	47	1740.0051009	2.5065279999998893	
124	47	1776.1799356000001	2.7625403000001825	
127	47	1811.0986058999997	2.842333300000064	
130	47	1845.4580513	2.597560999999587	
133	47	1879.8136618999997	2.92333409999992	
136	47	1914.1073348	2.4617911000004824	
139	47	1948.0375487000001	2.913061899999775	
142	46	1980.2699787000001	5.180573499999809	
145	46	2016.2675712999999	7.012783500000296	
148	47	2055.0754126	3.203020699999797	
151	46	2089.6332777999996	3.7263989000002766	

Start Time: 15:26:01
End Time: 16:00:55
