Round	Trial Num	TrialType	TrialOnset	ChoiceOnset	DecisionOnset	Feedback Onset	RT	Safe Bet	Low Bet	High Bet	High Bet Pos	Gamble Pos	Choice Pos	Gamble Choice	Outcome	Profit	TotalProfit	
1	87	gain	73.10651300000018	73.11870840000006	75.51015810000013	77.52620750000006	2.3914497000000665	0.5	0	1.58	bottom	left	left	gamble	bad	0.0	10.0	
2	89	gain	82.48141420000002	82.48655500000018	85.08777980000013	87.10370650000004	2.6012247999999545	0.5	0	2.1	top	left	left	gamble	good	2.1	12.1	
3	54	gain	92.31067100000018	92.31143480000014	97.79840030000014	97.80706420000001	5.486965499999997	0.2	0	0.44	top	right	left	safe	bad	0.2	12.3	
4	145	loss	105.44465680000008	105.45661400000017	110.20848680000017	112.22393410000018	4.751872800000001	-0.6	-1.49	0	top	left	left	gamble	bad	-1.49	10.81	
5	132	loss	117.30420980000008	117.3131406	121.25196390000019	121.258918	3.9388233000001946	-0.5	-0.91	0	top	left	right	safe	bad	-0.5	10.31	
6	70	gain	127.79818569999998	127.80580110000005	131.11394000000018	133.12983470000017	3.308138900000131	0.3	0	1.5	top	left	left	gamble	bad	0.0	10.31	
7	40	mix	138.69297130000018	138.6937309	141.4917653	143.50781930000016	2.798034400000006	0	-0.5	1	top	right	right	gamble	bad	-0.5	9.81	
8	23	mix	148.99557500000014	148.9964616000002	150.8363842000001	152.85332440000002	1.839922599999909	0	-1.1	0.33	bottom	right	right	gamble	bad	-1.1	8.71	
9	82	gain	157.41046560000018	157.41667460000008	160.24845840000012	162.26365680000004	2.8317838000000393	0.5	0	0.91	top	left	left	gamble	good	0.91	9.62	
10	126	loss	168.7435782	168.75160040000014	171.8256534000002	173.84169670000006	3.074053000000049	-0.4	-1.12	0	bottom	left	left	gamble	bad	-1.12	8.5	
11	106	loss	179.13006480000013	179.13626440000007	181.51989560000015	183.53645400000005	2.3836312000000817	-0.2	-0.56	0	bottom	left	left	gamble	bad	-0.56	7.94	
12	61	gain	188.73567060000005	188.74121830000013	192.51468820000014	194.52983140000015	3.773469900000009	0.3	0	0.5	top	left	left	gamble	bad	0.0	7.94	
13	141	loss	200.4774596000002	200.48417870000003	203.40885790000016	205.42490640000005	2.924679200000128	-0.6	-1.01	0	bottom	left	left	gamble	bad	-1.01	6.93	
14	123	loss	210.04303750000008	210.04375890000006	212.35347330000013	212.36000150000018	2.3097144000000753	-0.4	-0.8	0	bottom	right	left	safe	good	-0.4	6.53	
15	20	mix	219.29710169999998	219.30462350000016	221.81529550000005	223.8321042	2.510671999999886	0	-0.8	0.66	top	left	left	gamble	bad	-0.8	5.73	
16	75	gain	230.24390890000018	230.2511717	232.12687170000004	234.1431715000001	1.8757000000000517	0.4	0	0.99	top	left	left	gamble	good	0.99	6.72	
17	127	loss	239.6207648000002	239.62169820000008	241.87189320000016	243.88723520000008	2.250195000000076	-0.4	-1.26	0	top	right	right	gamble	good	0.0	6.72	

Start Time: 14:40:49
End Time: 14:44:58
