Round	Trial Num	TrialType	TrialOnset	ChoiceOnset	DecisionOnset	Feedback Onset	RT	Safe Bet	Low Bet	High Bet	High Bet Pos	Gamble Pos	Choice Pos	Gamble Choice	Outcome	Profit	TotalProfit	
1	10	mix	711.1935936000664	711.2021095000673	714.1714741000906	714.1793138000648	2.9693646000232548	0	-0.5	0.2	top	left	right	safe	bad	0.0	10.0	
2	58	gain	721.1141478999052	721.1148671999108	723.6329465999734	725.6490567000583	2.518079400062561	0.2	0	0.72	bottom	right	right	gamble	good	0.72	10.72	
3	114	loss	730.8792852000333	730.8901370000094	734.9769737999886	736.9926358999219	4.08683679997921	-0.3	-0.67	0	top	left	left	gamble	good	0.0	10.72	
4	30	mix	747.7199677999597	747.727199899964	750.4515887999441	750.4592112998944	2.724388899980113	0	-1.5	0.6	top	left	right	safe	good	0.0	10.72	
5	40	mix	757.9634066999424	757.9641978000291	760.1964026000351	760.2032951000147	2.232204800006002	0	-0.5	1	top	right	left	safe	good	0.0	10.72	
6	131	loss	767.7103701999877	767.7204966000281	775.7080568000674	0	0	-0.5	-0.84	0	bottom	left	left	safe	NaN	0	10.72	
7	44	mix	785.2670453998726	785.2678002999164	788.6483497999143	788.6559655999299	3.380549499997869	0	-1.1	1.1	bottom	right	left	safe	good	0.0	10.72	
8	8	mix	795.9493980000261	795.9501157000195	798.7759708999656	798.7834795000963	2.8258551999460906	0	-0.5	0.1	bottom	right	left	safe	bad	0.0	10.72	
9	94	gain	805.5678644999862	805.5685767999385	807.72324880003	809.738104299875	2.154672000091523	0.6	0	1.33	bottom	right	right	gamble	bad	0.0	10.72	
10	60	gain	820.8644820000045	820.8693659999408	822.8969252998941	824.9121636999771	2.027559299953282	0.2	0	1	top	left	left	gamble	good	1.0	11.72	
11	1	mix	829.9691149999853	829.9764161000494	832.2419413998723	832.2489157000091	2.2655252998229116	0	-0.3	0.06	bottom	left	right	safe	good	0.0	11.72	
12	54	gain	838.9235749999061	838.9243926000781	840.5542115001008	842.5694673999678	1.6298189000226557	0.2	0	0.44	top	right	right	gamble	good	0.44	12.16	
13	147	loss	852.06557169999	852.0736187999137	860.0443168000784	0	0	-0.6	-1.9	0	top	left	right	gamble	NaN	0	12.16	
14	26	mix	862.8417799000163	862.8502976000309	865.3072842000984	865.3143293999601	2.4569866000674665	0	-1.1	0.73	bottom	left	right	safe	good	0.0	12.16	
15	66	gain	872.1999285998754	872.2075390999671	874.1859001000412	876.202035699971	1.9783610000740737	0.3	0	0.84	bottom	left	left	gamble	bad	0.0	12.16	
16	83	gain	887.5616760000121	887.5623898999766	890.1273817000911	892.144005900016	2.5649918001145124	0.5	0	1	bottom	right	right	gamble	good	1.0	13.16	
