Round	Rating	RatingOnset	RT	
1	70	585.6255805999972	18.621146999998018	
4	75	741.7750736000016	4.912674400024116	
7	76	778.0832140001003	6.151225899811834	
10	74	815.089758799877	4.74174280022271	
13	79	846.6502636000514	4.383228400023654	
16	78	881.5329777000006	4.996506500057876	
19	76	919.279787800042	4.613810000009835	
22	75	951.875814100029	4.100679199909791	
25	73	989.4479572998825	3.7587004001252353	
28	79	1021.8223027999047	4.46690750005655	
31	81	1055.6742608998902	5.063334100181237	
34	81	1090.624224799918	4.81104200007394	
37	80	1127.0285346999299	4.57153100008145	
40	81	1159.0277158999816	4.838686000090092	
43	80	1192.9210178998765	5.159280400024727	
46	86	1231.666407899931	5.693517799954861	
49	80	1266.582987899892	4.908696400001645	
52	84	1303.0717015000992	5.967333999928087	
55	81	1339.5890402998775	4.460297800134867	
58	80	1374.3579734000377	4.676549999974668	
61	82	1412.512062799884	4.802314600208774	
64	82	1449.136862799991	5.041299999924377	
67	78	1485.2771993998904	4.264852500054985	
70	78	1521.4040065999143	4.670004100073129	
73	80	1560.5424504999537	4.711235200054944	
76	85	1595.8415395999327	5.425808800151572	
79	78	1639.141815100098	5.2188284997828305	
82	83	1673.9530809998978	4.90642960020341	
85	85	1709.0897677000612	4.976843799930066	
88	81	1743.001119799912	6.187827200163156	
91	80	1779.2003321000375	4.9698180998675525	
94	86	1815.097988500027	6.264934199862182	
97	81	1852.2718905000947	5.0257073999382555	
100	80	1885.1401223998982	5.0072332001291215	
103	81	1920.4115985000972	5.017030699877068	
106	81	1956.362388300011	6.329770999960601	
109	81	1993.8139275999274	4.6501351001206785	
112	82	2029.4688299000263	5.167785699944943	
115	83	2063.667718499899	5.86706000007689	
118	85	2098.3020033999346	5.948227900080383	
121	82	2135.0942734000273	5.003744499990717	
124	78	2170.711272999877	4.4198110001161695	
127	82	2204.450117799919	4.827454800019041	
130	87	2239.484837499913	5.75736439996399	
133	78	2274.3766838999	4.464293800061569	
136	88	2310.6393180000596	5.47129419981502	
139	81	2347.5273464000784	4.774683899944648	
142	83	2384.489764200058	5.708830799907446	
145	86	2420.045757099986	5.250335300108418	
148	81	2456.2100434999447	4.750427500111982	
151	84	2489.6157525999006	5.393776200013235	

Start Time: 13:31:27
End Time: 14:13:03
