Round	Rating	RatingOnset	RT	
1	36	427.3258576001972	37.21207999996841	
4	44	633.9592170007527	5.736041800118983	
7	38	675.3846317008138	3.9231350999325514	
10	44	714.7307057008147	4.172726799733937	
13	46	746.8811993002892	4.288506899960339	
16	46	784.7539683002979	3.3962000999599695	
19	46	824.1975867999718	3.5984000004827976	
22	46	863.3383373999968	3.470056500285864	
25	44	903.1403283001855	3.9470640998333693	
28	46	943.873517700471	3.109379000030458	
31	47	983.4209373006597	4.190502999350429	
34	42	1022.5590376006439	4.464938899502158	
37	45	1062.3263789005578	5.1927859000861645	
40	46	1099.0820132000372	3.568558500148356	
43	45	1133.9357197005302	2.9634889997541904	
46	44	1168.32606910076	18.130193599499762	
49	36	1220.9399948008358	3.8794847996905446	
52	50	1255.4347779005766	2936008.9894659994	

Start Time: 10:58:22
End Time: 10:52:44
