Round	Rating	RatingOnset	RT	
1	51	278.9649913000176	34.01993369997945	
4	50	427.49818830005825	4.8908645999617875	
7	52	463.0227390000364	5.314193299971521	
10	47	497.6547417000402	4.6142298999475315	
13	50	531.0561175000621	0.7804360999725759	
16	50	560.4950386000564	1.6587690999731421	
19	47	592.9937298999866	4.491529099992476	
22	50	624.160187200061	1.143260599928908	
25	50	654.2934000000823	0.8274838998913765	
28	50	680.3447487000376	0.8952910000225529	
31	48	707.4013416999951	4.655453599989414	
34	50	742.1768941000337	0.8474284999538213	
37	50	770.0353680000408	0.707563400035724	
40	50	796.9596401000163	0.6525545000331476	
43	50	827.2388021000661	0.00013259996194392443	
46	50	854.0417512999848	1.3073198000201955	
49	50	881.047188000055	0.637947199982591	
52	50	913.3266380999703	0.6580354000907391	
55	50	942.3535337999929	1.0323119000531733	
58	50	970.4990076000104	1.0387739000143483	
61	50	1000.5561454000417	0.048912900034338236	
64	50	1026.5613919000607	0.8795487999450415	
67	50	1058.6099188000662	1.8475241999840364	
70	50	1091.8638822999783	0.7259990000165999	
73	50	1121.6777109999675	0.00013090006541460752	
76	48	1147.41790390003	4.3751049999846146	
79	50	1233.2047122999793	0.7951538000488654	
82	50	1259.405281900079	4.2286990999709815	
85	50	1298.5400646000635	0.7740775999845937	
88	50	1330.1777262999676	2.336081200046465	
91	50	1358.652945299982	0.9297885000705719	
94	50	1389.6074596999679	0.8591115000890568	
97	50	1419.3984451000579	0.00012719992082566023	
100	50	1447.918979100068	0.6835537999868393	
103	50	1478.4903782000765	0.9292589999968186	
106	50	1506.5151052	1.8059747000224888	
109	50	1535.6166128000477	0.8221391999395564	
112	50	1564.2318510999903	3.308104500058107	
115	48	1601.0388299999759	5.214082700083964	
118	48	1642.7898478000425	3.2086003000149503	
121	50	1673.4470149000408	0.9190306999953464	
124	50	1701.969488700037	3.0146498000249267	
127	50	1733.6126046000281	2.9214554999489337	
130	50	1764.3048529999796	0.7972936000442132	
133	50	1795.2540870000375	3.5471735999453813	
136	50	1825.530256500002	2.6886212000390515	
139	50	1856.9375032000244	1.1822383999824524	
142	50	1887.7548150999937	4.59695440006908	
145	42	1920.66172990005	7.8209035999607295	
148	48	1962.4460526000476	7.214957799995318	
151	50	2000.7868755999953	1.5400358000770211	

Start Time: 11:33:36
End Time: 12:07:00
