Round	Trial Num	TrialType	TrialOnset	ChoiceOnset	DecisionOnset	Feedback Onset	RT	Safe Bet	Low Bet	High Bet	High Bet Pos	Gamble Pos	Choice Pos	Gamble Choice	Outcome	Profit	TotalProfit	
1	88	gain	597.2793344007805	597.2826025001705	603.3145375000313	603.316876700148	6.031934999860823	0.5	0	1.8	bottom	right	left	safe	bad	0.5	10.5	
2	107	loss	610.6689124004915	610.6790358005092	615.8411961002275	615.8429909003899	5.16216029971838	-0.2	-0.63	0	top	left	right	safe	bad	-0.2	10.3	
3	95	gain	623.1005619000643	623.1090916004032	626.5688100000843	628.5860312003642	3.459718399681151	0.6	0	1.49	top	left	left	gamble	bad	0.0	10.3	
4	28	mix	640.7281352002174	640.7289427006617	643.7930927006528	643.7948382999748	3.0641499999910593	0	-1.5	0.3	top	right	left	safe	good	0.0	10.3	
5	13	mix	650.4746988005936	650.4754800004885	655.7866899007931	655.7884476007894	5.311209900304675	0	-0.5	0.41	bottom	right	left	safe	bad	0.0	10.3	
6	32	mix	662.4114653002471	662.4199922000989	668.4800676004961	668.4818578008562	6.0600754003971815	0	-1.5	0.99	top	left	right	safe	bad	0.0	10.3	
7	71	gain	680.3410176001489	680.3493236005306	683.5054047005251	683.5072664003819	3.1560810999944806	0.4	0	0.67	bottom	left	right	safe	bad	0.4	10.7	
8	72	gain	690.2602683007717	690.2659681001678	694.6662202002481	694.6680408008397	4.400252100080252	0.4	0	0.73	top	left	right	safe	good	0.4	11.1	
9	85	gain	701.9576771007851	701.9649642007425	708.0091095007956	708.010954300873	6.04414530005306	0.5	0	1.24	top	left	right	safe	bad	0.5	11.6	
10	53	gain	719.9370906008407	719.9379120003432	721.7351864008233	723.7513548005372	1.7972744004800916	0.2	0	0.4	top	right	right	gamble	bad	0.0	11.6	
11	56	gain	728.5435887007043	728.5516568003222	729.7809605002403	729.7827936001122	1.2293036999180913	0.2	0	0.56	bottom	left	right	safe	good	0.2	11.8	
12	42	mix	737.2231107000262	737.2239228002727	739.6590472003445	739.6608706004918	2.4351244000717998	0	-0.8	1.2	top	right	left	safe	good	0.0	11.8	
13	23	mix	752.2035583006218	752.2043879004195	756.8333156006411	756.8351191002876	4.6289277002215385	0	-1.1	0.33	bottom	right	left	safe	good	0.0	11.8	
14	20	mix	763.4060217002407	763.4139719000086	766.444939000532	766.4467870006338	3.0309671005234122	0	-0.8	0.66	top	left	right	safe	good	0.0	11.8	
15	57	gain	773.8685887008905	773.8769616000354	777.7722470005974	777.7740855002776	3.8952854005619884	0.2	0	0.63	top	left	right	safe	bad	0.2	12.0	
16	1	mix	789.1838154001161	789.1929811006412	795.5128041002899	795.514629800804	6.31982299964875	0	-0.3	0.06	bottom	left	right	safe	good	0.0	12.0	
17	89	gain	802.1952076004818	802.203066800721	805.8573937006295	805.8591585000977	3.654326899908483	0.5	0	2.1	top	left	right	safe	bad	0.5	12.5	
18	39	mix	813.0892106005922	813.0970834000036	816.9849253008142	819.0012028003111	3.8878419008105993	0	-0.5	0.75	top	left	left	gamble	good	0.75	13.25	
19	96	gain	828.8287258008495	828.8371529001743	832.3101077005267	832.311959899962	3.472954800352454	0.6	0	1.68	bottom	left	right	safe	bad	0.6	13.85	
20	73	gain	839.7919129002839	839.7927321000025	841.7217633007094	841.7236925000325	1.9290312007069588	0.4	0	0.8	bottom	right	left	safe	good	0.4	14.25	
21	25	mix	848.3759667007253	848.384240500629	856.1641476005316	856.1659401999786	7.77990709990263	0	-1.1	0.57	top	left	right	safe	bad	0.0	14.25	
22	110	loss	867.8423721008003	867.8498715003952	871.4059252003208	871.4077596999705	3.556053699925542	-0.2	-1	0	top	left	right	safe	bad	-0.2	14.05	
23	139	loss	878.6061617005616	878.6131659001112	881.5840150006115	881.5858605001122	2.9708491005003452	-0.5	-2.1	0	top	left	right	safe	bad	-0.5	13.55	
24	111	loss	888.7267657006159	888.7349464008585	895.7098218007013	897.7257232004777	6.974875399842858	-0.3	-0.5	0	top	left	left	gamble	bad	-0.5	13.05	
25	61	gain	908.1211884003133	908.1286276001483	914.1834519002587	916.2004861002788	6.05482430011034	0.3	0	0.5	top	left	left	gamble	bad	0.0	13.05	
26	55	gain	921.1332154003903	921.1365421004593	925.3441884005442	927.3611956005916	4.207646300084889	0.2	0	0.5	top	left	left	gamble	bad	0.0	13.05	
27	143	loss	932.0557868005708	932.0566915003583	936.3383830999956	936.3401733003557	4.28169159963727	-0.6	-1.2	0	top	right	left	safe	bad	-0.6	12.45	
28	133	loss	948.0167662007734	948.0176219008863	951.9969602003694	951.9988381005824	3.979338299483061	-0.5	-1	0	bottom	right	left	safe	bad	-0.5	11.95	
29	117	loss	958.5388133004308	958.5396333001554	965.340030300431	965.3419186007231	6.800397000275552	-0.3	-0.95	0	top	right	left	safe	good	-0.3	11.65	
30	84	gain	971.8922249004245	971.8930594008416	979.8821308007464	0	0	0.5	0	1.11	bottom	right	NaN	NaN	Nan	0	11.65	
31	10	mix	988.6448743008077	988.6523992000148	996.6232683006674	0	0	0	-0.5	0.2	top	left	NaN	NaN	NaN	0	11.65	
32	16	mix	999.4221940003335	999.4288229001686	1007.4008836001158	0	0	0	-0.8	0.24	bottom	left	NaN	NaN	NaN	0	11.65	
33	137	loss	1010.4388442002237	1010.4474269002676	1015.7465012008324	1017.7628353005275	5.2990743005648255	-0.5	-1.58	0	bottom	left	left	gamble	bad	-1.58	10.07	
34	76	gain	1028.0569245005026	1028.066304200329	1032.7041768003255	1032.7063114000484	4.637872599996626	0.4	0	1.12	bottom	left	right	safe	good	0.4	10.47	
35	50	mix	1039.654533999972	1039.662266900763	1045.5307568004355	1045.5329238008708	5.868489899672568	0	-1.5	3	top	left	right	safe	bad	0.0	10.47	
36	34	mix	1052.9441579002887	1052.9449422005564	1055.075716400519	1055.0779577000067	2.130774199962616	0	-1.5	1.5	bottom	right	left	safe	bad	0.0	10.47	
37	132	loss	1068.5521142007783	1068.5603169007227	1072.1167477006093	1072.1188937006518	3.5564307998865843	-0.5	-0.91	0	top	left	right	safe	bad	-0.5	9.97	
38	22	mix	1078.6476963004097	1078.6559409005567	1086.6256162002683	0	0	0	-1.1	0.22	top	left	right	safe	NaN	0	9.97	
39	54	gain	1090.2642473001033	1090.2650380004197	1092.489136600867	1092.4910129001364	2.224098600447178	0.2	0	0.44	top	right	left	safe	bad	0.2	10.17	
40	128	loss	1103.6837729001418	1103.6845547007397	1106.5982555001974	1106.6004236005247	2.913700799457729	-0.4	-1.44	0	top	right	left	safe	good	-0.4	9.77	
41	49	mix	1114.1014913003892	1114.1022704001516	1116.8095190003514	1116.8112512007356	2.7072486001998186	0	-1.5	2.25	bottom	right	left	safe	bad	0.0	9.77	
42	102	loss	1123.8497171001509	1123.8504934003577	1131.8351116999984	0	0	-0.2	-0.36	0	top	right	NaN	NaN	Nan	0	9.77	
43	11	mix	1137.932532900013	1137.9391721002758	1140.397185000591	1140.3993049003184	2.458012900315225	0	-0.5	0.26	top	left	right	safe	good	0.0	9.77	
44	48	mix	1147.2702510003	1147.2710434002802	1149.608968300745	1151.625644900836	2.3379249004647136	0	-1.5	1.8	bottom	right	right	gamble	bad	-1.5	8.27	
45	138	loss	1156.3911287002265	1156.3919212007895	1164.367850300856	0	0	-0.5	-1.8	0	bottom	right	NaN	NaN	Nan	0	8.27	
46	87	gain	1187.4898558007553	1187.4987234007567	1192.153266100213	1192.1556112002581	4.654542699456215	0.5	0	1.58	bottom	left	right	safe	good	0.5	8.77	
47	130	loss	1199.1247823005542	1199.1309747006744	1203.0308247003704	1203.0326819000766	3.8998499996960163	-0.4	-2	0	top	left	right	safe	good	-0.4	8.37	
