Round	Trial Num	TrialType	TrialOnset	ChoiceOnset	DecisionOnset	Feedback Onset	RT	Safe Bet	Low Bet	High Bet	High Bet Pos	Gamble Pos	Choice Pos	Gamble Choice	Outcome	Profit	TotalProfit	
1	98	gain	401.9616974000819	401.9642022000626	404.03706860006787	406.05341270007193	2.072866400005296	0.6	0	2.16	bottom	right	right	gamble	bad	0.0	10.0	
2	108	loss	410.6394274000777	410.640158800059	411.69917290005833	411.70665279997047	1.059014099999331	-0.2	-0.72	0	bottom	right	left	safe	bad	-0.2	9.8	
3	86	gain	418.755038500065	418.7631910999771	420.1784109000582	420.18557029997464	1.415219800081104	0.5	0	1.4	top	left	right	safe	good	0.5	10.3	
4	92	gain	433.4209111999953	433.42179240006953	436.8525620000437	436.8614682999905	3.4307695999741554	0.6	0	1.09	top	right	left	safe	good	0.6	10.9	
5	29	mix	443.8409802999813	443.84171840001363	447.3475191000616	449.36404310003854	3.5058007000479847	0	-1.5	0.45	top	right	right	gamble	good	0.45	11.35	
6	58	gain	454.25416440004483	454.25488869997207	455.7759252000833	457.7917540000053	1.5210365001112223	0.2	0	0.72	bottom	right	right	gamble	good	0.72	12.07	
7	107	loss	469.37000720005017	469.3777570000384	471.7012184000341	471.70843580004293	2.323461399995722	-0.2	-0.63	0	top	left	right	safe	bad	-0.2	11.87	
8	47	mix	478.9893104999792	478.99718519998714	479.8635853000451	479.87037280004006	0.8664001000579447	0	-1.1	2.2	top	left	right	safe	good	0.0	11.87	
9	126	loss	487.16684990003705	487.1756216000067	490.3076826999895	490.3152810999891	3.1320610999828205	-0.4	-1.12	0	bottom	left	right	safe	good	-0.4	11.47	
10	124	loss	503.30138550000265	503.30219509999733	506.8327666000696	508.8479644000763	3.5305715000722557	-0.4	-0.89	0	bottom	right	right	gamble	good	0.0	11.47	
11	144	loss	513.8297697000671	513.830507799983	514.961699699983	516.977060800069	1.1311918999999762	-0.6	-1.33	0	bottom	right	right	gamble	bad	-1.33	10.14	
12	28	mix	522.1826454000548	522.1834073000355	524.374198500067	526.3889331000391	2.1907912000315264	0	-1.5	0.3	top	right	right	gamble	bad	-1.5	8.64	
13	45	mix	532.8679830000037	532.8765859999694	537.732708399999	539.7492786999792	4.856122400029562	0	-1.1	1.32	top	left	left	gamble	bad	-1.1	7.54	
14	110	loss	544.4560293999966	544.4693413000787	544.8949708000291	544.8996824000496	0.4256294999504462	-0.2	-1	0	top	left	right	safe	bad	-0.2	7.34	
15	146	loss	552.1167703000829	552.1249394000042	553.8408833000576	553.8484429999953	1.7159439000533894	-0.6	-1.68	0	bottom	left	right	safe	bad	-0.6	6.74	
16	9	mix	563.185331500019	563.1860947000096	567.0344268999761	569.0500230999896	3.848332199966535	0	-0.5	0.15	bottom	right	right	gamble	good	0.15	6.89	
17	7	mix	573.5664159000153	573.5737082000123	574.9635159000754	574.9709965999937	1.389807700063102	0	-0.3	0.3	top	left	right	safe	bad	0.0	6.89	
18	6	mix	582.1748683999758	582.1810326999985	585.7905890999828	587.8068323000334	3.6095563999842852	0	-0.3	0.25	bottom	left	left	gamble	bad	-0.3	6.59	
19	109	loss	598.516683200025	598.5174729999853	599.5671305999858	601.5834646000294	1.0496576000005007	-0.2	-0.84	0	bottom	right	right	gamble	good	0.0	6.59	
20	132	loss	606.7850264000008	606.7926408000058	608.9448510999791	608.9495302999858	2.152210299973376	-0.5	-0.91	0	top	left	right	safe	bad	-0.5	6.09	
21	52	gain	615.4936153000453	615.4944233000278	617.3073629999999	617.3147476000013	1.8129396999720484	0.2	0	0.36	top	right	left	safe	bad	0.2	6.29	
22	73	gain	626.3360251999693	626.3367847000482	629.1177846000064	629.1247529999819	2.7809998999582604	0.4	0	0.8	bottom	right	left	safe	good	0.4	6.69	
23	79	gain	635.7905614000047	635.7912847000407	638.6631811000407	640.6782832000172	2.8718963999999687	0.4	0	1.68	top	right	right	gamble	good	1.68	8.37	
24	5	mix	645.230682900059	645.2389363000402	646.7917806999758	646.7991809999803	1.5528443999355659	0	-0.3	0.2	top	left	right	safe	good	0.0	8.37	
25	103	loss	656.1546214000555	656.1553893000819	657.253397100023	659.2697712000227	1.098007799941115	-0.2	-0.4	0	top	right	right	gamble	bad	-0.4	7.97	
26	63	gain	664.3067628999706	664.3075292999856	665.1990220000735	665.2038113999879	0.8914927000878379	0.3	0	0.6	bottom	right	left	safe	bad	0.3	8.27	
27	112	loss	672.452652500011	672.4607748000417	672.994068400003	672.9987170000095	0.5332935999613255	-0.3	-0.55	0	bottom	left	right	safe	good	-0.3	7.97	
28	129	loss	682.2731154999929	682.2739597000182	683.7053840999724	685.7214453000342	1.4314243999542668	-0.4	-1.68	0	top	right	right	gamble	good	0.0	7.97	
29	62	gain	689.8362240999704	689.8438148000278	692.4339871000266	694.4505448000273	2.5901722999988124	0.3	0	0.55	bottom	left	left	gamble	bad	0.0	7.97	
30	97	gain	699.8636888000183	699.8724602999864	700.3465164999943	700.3505752000492	0.47405620000790805	0.6	0	1.9	top	left	right	safe	good	0.6	8.57	
31	134	loss	713.0901825000765	713.0910017000278	713.8890643999912	715.9064436000772	0.7980626999633387	-0.5	-1.11	0	bottom	right	right	gamble	good	0.0	8.57	
32	50	mix	720.5031045000069	720.5145715000108	728.4985060000326	0	0	0	-1.5	3	top	left	right	gamble	NaN	0	8.57	
33	106	loss	732.2775336999912	732.2860544000287	734.9445096000563	734.9489744000603	2.6584552000276744	-0.2	-0.56	0	bottom	left	right	safe	good	-0.2	8.37	
34	141	loss	744.0576370999916	744.0646608000388	746.072351400042	748.089513999992	2.007690600003116	-0.6	-1.01	0	bottom	left	left	gamble	bad	-1.01	7.36	
35	20	mix	752.7067640000023	752.717727900017	753.1186250000028	753.1227721000323	0.4008970999857411	0	-0.8	0.66	top	left	right	safe	good	0.0	7.36	
