Round	Rating	RatingOnset	RT	
1	69	6.27185610000015	27.960015699999985	
4	63	164.4352669	4.459312700000282	
7	62	198.6801003999999	4.462508800000251	
10	66	234.8470728000002	8.624679999999898	
13	58	281.003103	5.811596400000326	
16	72	322.88087190000033	6.21140159999959	
19	50	368.1142361000002	2.656533599999875	
22	62	407.4933939000002	7.270243099999789	
25	64	448.33497020000004	4.974684300000263	
28	67	490.6625289000003	5.291840399999728	
31	61	534.0921285	5.021440800000164	
34	66	576.5780272000002	7.796070599999894	
37	69	614.7505154	6.853224400000272	
40	75	655.6449752000003	15.33318989999998	
43	60	701.7085595000003	4.900796099999752	
46	50	741.9402857	0.00013410000019575818	
49	61	775.4110430999999	7.92434540000022	
52	61	813.0001593000002	11.113707800000157	
55	60	854.7796149000001	8.030173300000115	
58	63	896.5829885000003	7.088441699999748	
61	61	932.4007105000001	3.53703059999998	
64	60	970.265112	4.452180700000099	
67	60	1001.8467415	8.035224199999902	
70	58	1052.1053513000002	4.2339569999999185	
73	62	1087.4587104000002	14.723506700000144	
76	76	1130.9904106	11.237141700000393	
79	63	1216.8533014	4.9321130000002995	
82	74	1252.2218631	10.109441399999923	
85	50	1292.0149324	0.00017760000037014834	
88	79	1324.4084809	10.33444499999996	
91	58	1366.7061173000002	14.662216100000023	
94	67	1412.0020157	10.11128140000028	
97	62	1450.3935362000002	4.902081100000032	
100	66	1483.1966780000002	4.998152799999843	
103	77	1519.8399213000002	12.197492599999805	
106	84	1566.2037704999998	9.760627500000737	
109	68	1606.6563296	5.43997920000038	
112	77	1644.1446081999998	14.160199200000534	
115	70	1689.4027169000005	8.031637899999623	
118	68	1732.4323841	5.496587399999953	
121	84	1774.0374059	9.66743630000019	
124	66	1816.2976400000002	59.2920137000001	
127	67	1908.1954659999997	9.472290700000485	
130	63	1955.2086086000004	9.399570399999902	
133	77	1994.8162176	9.521906699999818	
136	50	2034.6521718	0.00013320000016392441	
139	69	2071.3790650000005	8.234958600000027	
142	68	2118.7792886	4.6112991999998485	
145	50	2150.9478386000005	0.00013689999923371943	
148	50	2178.4708218	0.00012870000045950292	
151	62	2209.2143819	6.777290400000311	

Start Time: 14:21:14
End Time: 14:58:11
