Round	Trial Num	TrialType	TrialOnset	ChoiceOnset	DecisionOnset	Feedback Onset	RT	Safe Bet	Low Bet	High Bet	High Bet Pos	Gamble Pos	Choice Pos	Gamble Choice	Outcome	Profit	TotalProfit	
1	17	mix	281.19173419999424	281.19451819999085	284.00001439999323	286.01523439999437	2.8054962000023806	0	-0.8	0.32	top	right	right	gamble	bad	-0.8	9.2	
2	132	loss	291.4856701999961	291.4947724999947	294.74375470000086	296.7604696999915	3.2489822000061395	-0.5	-0.91	0	top	left	left	gamble	good	0.0	9.2	
3	141	loss	301.27251629999955	301.28808939999726	303.0064602999919	303.01338530000066	1.7183708999946248	-0.6	-1.01	0	bottom	left	right	safe	good	-0.6	8.6	
4	56	gain	336.6225601999904	336.630316099996	338.88729220000096	338.8951289999968	2.2569761000049766	0.2	0	0.56	bottom	left	right	safe	good	0.2	8.8	
5	73	gain	346.35404109999945	346.3547991999949	349.21484719999717	351.2318510999903	2.86004800000228	0.4	0	0.8	bottom	right	right	gamble	bad	0.0	8.8	
6	24	mix	355.8650818000024	355.8658557000017	358.5769550999976	358.583870699993	2.7110993999958737	0	-1.1	0.44	bottom	right	left	safe	bad	0.0	8.8	
7	98	gain	372.68633070000215	372.6870862999931	374.70195740000054	376.7179778999998	2.01487110000744	0.6	0	2.16	bottom	right	right	gamble	bad	0.0	8.8	
8	106	loss	381.30075809999835	381.3085948999942	384.79670349998923	386.8134354999929	3.48810859999503	-0.2	-0.56	0	bottom	left	left	gamble	bad	-0.56	8.24	
9	10	mix	392.0143156999984	392.0211222999933	394.4747567000013	394.4817163999978	2.4536344000080135	0	-0.5	0.2	top	left	right	safe	bad	0.0	8.24	
10	52	gain	412.03122049999365	412.0319696999941	414.24762379999447	416.2638488999946	2.2156541000003926	0.2	0	0.36	top	right	right	gamble	good	0.36	8.6	
11	43	mix	420.570094900002	420.5715010999993	424.1092196999962	424.11700119999296	3.5377185999968788	0	-0.8	1.6	top	right	left	safe	bad	0.0	8.6	
12	5	mix	430.91398189999745	430.91730319999624	433.987286699994	433.9921885999938	3.069983499997761	0	-0.3	0.2	top	left	right	safe	good	0.0	8.6	
13	92	gain	448.02877759998955	448.0295588000008	449.76165699999547	451.777494199996	1.7320981999946525	0.6	0	1.09	top	right	right	gamble	bad	0.0	8.6	
14	35	mix	456.7293847999972	456.73334720000275	460.0895695999934	460.0972666000016	3.3562223999906564	0	-0.3	0.36	top	left	right	safe	bad	0.0	8.6	
15	130	loss	466.8609570999979	466.86994569998933	470.3673662999936	470.374433399993	3.4974206000042614	-0.4	-2	0	top	left	right	safe	good	-0.4	8.2	
16	21	mix	484.1100667999999	484.11806349999097	485.92635509998945	485.93330009999045	1.8082915999984834	0	-0.8	0.8	bottom	left	right	safe	bad	0.0	8.2	
