Round	Rating	RatingOnset	RT	
1	75	132.33899699999893	36.9880198000028	
4	34	309.6718932999938	25.917828000005102	
7	75	365.3191136999958	6.334014699998079	
10	59	401.412104499992	9.587645300009171	
13	62	441.4689912000031	5.528324599988991	
16	73	477.8402684999892	5.237233500010916	
19	57	512.4022383999982	3.3912985999922967	
22	74	545.5267976000032	4.632577699987451	
25	71	582.4227447000012	5.516632499988191	
28	42	620.433929699997	6.517061699996702	
31	35	661.2905750999926	5.323679399996763	
34	47	697.5580008999968	5.103434499993455	
37	33	732.969537099998	7.671593199993367	
40	32	773.594236399993	7.809399600009783	
43	62	809.5866500999982	6.148808999991161	
46	30	843.7289975000022	5.388198899992858	
49	57	879.7503689000005	6.597915999998804	
52	81	915.4068245999952	5.389247300001443	
55	50	950.3802772999916	2.1328357000020333	
58	74	980.4204039000033	7.174168899990036	
61	82	1016.5418420999922	4.151856800002861	
64	82	1047.5976828999992	6.36175209999783	
67	55	1089.1289610999956	5.3090583000011975	
70	71	1124.2213289999927	4.2320138000068255	
73	50	1162.7789411999984	3.5378465999965556	
76	76	1197.2358360999933	6.277050799995777	
79	76	1325.43108509999	4.815456800002721	
82	72	1358.7005418999906	4.577692800012301	
85	9	1394.1280158000009	7.418678299989551	
88	43	1434.3446619000024	3.8774829999892972	
91	65	1466.4459785999934	5.142453499996918	
94	76	1500.9175681999914	4.868853300009505	
97	54	1535.8821160999942	5.569942500005709	
100	50	1571.4624886999954	2.3384970000042813	
103	75	1604.7864888999902	5.228013600004488	
106	50	1639.498986999999	1.5330300999921747	
109	50	1670.922331499998	4.2918216999969445	
112	59	1702.9508765999926	4.178964300008374	
115	43	1737.8939845999994	3.9681956999993417	
118	54	1772.2422111999913	3.168863099999726	
121	43	1806.3558026999963	9.017746800003806	
124	50	1843.8996050999995	2.6737771999905817	
127	30	1874.7983650999959	3.091697399999248	
130	68	1905.9976874999993	5.5412420999928145	
133	64	1940.055816699998	4.065321599991876	
136	28	1971.3074878999905	4.296853700012434	
139	15	2004.8593017999956	7.037344099997426	
142	75	2041.079337099989	6.237723400001414	
145	36	2076.4616890999896	3.854630600006203	
148	30	2110.390873199998	5.856372199996258	
151	38	2147.701780699994	3.989152299996931	

Start Time: 10:57:45
End Time: 11:33:37
