TrialType,CertainAmt,TopAmt,BottomAmt,Outcome,RiskSide,ITI,Rating,trialControl.thisRepN,trialControl.thisTrialN,trialControl.thisN,trialControl.thisIndex,revealLoop.thisRepN,revealLoop.thisTrialN,revealLoop.thisN,revealLoop.thisIndex,timeoutLoop.thisRepN,timeoutLoop.thisTrialN,timeoutLoop.thisN,timeoutLoop.thisIndex,HowHappyCheck.thisRepN,HowHappyCheck.thisTrialN,HowHappyCheck.thisN,HowHappyCheck.thisIndex,welcomeText.started,Win.started,Mouse.started,Keys.started,Mouse.x,Mouse.y,Mouse.leftButton,Mouse.midButton,Mouse.rightButton,Keys.keys,Keys.rt,Win_2.started,WinMsg.started,Win_3.started,WinMsg_2.started,Cross.started,Cross.stopped,HowHappySlider.started,UnHappy.started,Happy.started,SliderKeyboard.started,SpacetoExit.started,HowHappySlider.response,HowHappySlider.rt,SliderKeyboard.keys,SliderKeyboard.rt,participant,session,date,expName,psychopyVersion,frameRate,
mix,0.0,-1.1,0.57,top,left,1.64,1,0,0,0,24,,,,,,,,,,,,,30.69940729999871,35.78755330000058,0.057386399999813875,35.78755330000058,-0.1875,0.125,0,0,0,right,3.592799699999887,39.505363399999624,39.505363399999624,41.52377519999936,41.52377519999936,43.44121499999892,45.13512120000087,,,,,,,,,,,001,2022-12-15_15h16.30.863,SWB_debug,2022.2.4,None,
mix,0.0,-0.8,1.6,top,right,1.27,0,0,1,1,42,,,,,,,,,,,,,,45.13512120000087,0.025212500000634464,45.13512120000087,-0.1875,0.125,0,0,0,right,0.2610012999975879,45.49191350000183,45.49191350000183,47.53966450000007,47.53966450000007,49.477166799999395,50.81119860000035,,,,,,,,,,,001,2022-12-15_15h16.30.863,SWB_debug,2022.2.4,None,
gain,0.3,0.0,0.55,top,left,1.9,0,0,2,2,61,,,,,,,,,,,,,,50.81119860000035,0.030418400001508417,50.81119860000035,-0.1875,0.125,0,0,0,right,0.7931335999965086,51.709576500001276,51.709576500001276,53.72876090000136,53.72876090000136,86.8915065000001,88.85955810000087,55.77839540000059,55.77839540000059,55.77839540000059,86.42206060000171,86.42206060000171,4.489583333333334,30.70591240000067,space,0.4303768999998283,,001,2022-12-15_15h16.30.863,SWB_debug,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,88.85955810000087,0.03550800000084564,88.85955810000087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
