Round	Trial Num	TrialType	TrialOnset	ChoiceOnset	DecisionOnset	Feedback Onset	RT	Safe Bet	Low Bet	High Bet	High Bet Pos	Gamble Pos	Choice Pos	Gamble Choice	Outcome	Profit	TotalProfit	
53	83	gain	1463.877708400003	1463.878441000008	1468.6707110999996	1468.677586100006	4.792270099991583	0.5	0	1	bottom	right	left	safe	bad	0.5	16.74	
54	105	loss	1476.2036078000092	1476.2110761000076	1482.4806001999968	1484.4964207000012	6.269524099989212	-0.2	-0.5	0	top	left	left	gamble	bad	-0.5	16.24	
55	12	mix	1498.0723703999975	1498.0810770000098	1504.3680694000068	1506.3850303000072	6.2869923999969615	0	-0.5	0.33	bottom	left	left	gamble	bad	-0.5	15.74	
56	14	mix	1511.40424660001	1511.4096396000095	1516.3792403999978	1518.3946001000004	4.969600799988257	0	-0.5	0.5	top	left	left	gamble	good	0.5	16.24	
57	131	loss	1522.991263200005	1522.9989166000014	1528.6727045000007	1530.688198600008	5.673787899999297	-0.5	-0.84	0	bottom	left	left	gamble	bad	-0.84	15.4	
58	126	loss	1539.6333813000092	1539.640214900006	1546.7132589999965	1548.7296407000103	7.073044099990511	-0.4	-1.12	0	bottom	left	left	gamble	bad	-1.12	14.28	
59	84	gain	1554.0179572000052	1554.0187033999973	1559.3059412000002	1561.3217328000028	5.287237800002913	0.5	0	1.11	bottom	right	right	gamble	good	1.11	15.39	
60	107	loss	1566.5988882000092	1566.607356499997	1573.598934499998	1575.6158345000003	6.991578000001027	-0.2	-0.63	0	top	left	left	gamble	good	0.0	15.39	
61	3	mix	1587.4756280000001	1587.4763498999964	1595.4544153000024	0	0	0	-0.3	0.12	top	right	NaN	NaN	Nan	0	15.39	
62	42	mix	1598.0725041999976	1598.0732632	1601.1166536000092	1603.1339574000012	3.04339040000923	0	-0.8	1.2	top	right	right	gamble	bad	-0.8	14.59	
63	121	loss	1608.3414044000092	1608.3492935999966	1613.860945499997	1615.8773602	5.511651900000288	-0.4	-0.67	0	bottom	left	left	gamble	good	0.0	14.59	
64	141	loss	1626.5549233000056	1626.5614766000072	1631.667698899997	1631.6733737000031	5.106222299989895	-0.6	-1.01	0	bottom	left	right	safe	good	-0.6	13.99	
65	11	mix	1638.3175043000083	1638.3252913000033	1644.0109656999994	1646.0279733000061	5.68567439999606	0	-0.5	0.26	top	left	left	gamble	bad	-0.5	13.49	
66	95	gain	1650.8853696000006	1650.893581299999	1653.7396414000104	1655.7557898000086	2.8460601000115275	0.6	0	1.49	top	left	left	gamble	bad	0.0	13.49	
67	58	gain	1668.0828322000016	1668.0836276000045	1674.5448418000014	1676.5616146999964	6.461214199996903	0.2	0	0.72	bottom	right	right	gamble	good	0.72	14.21	
68	16	mix	1681.7895028000057	1681.7972607999982	1689.7709410000098	0	0	0	-0.8	0.24	bottom	left	right	gamble	NaN	0	14.21	
69	45	mix	1692.8084801000077	1692.8156648000004	1696.4493234999973	1698.466359099999	3.633658699996886	0	-1.1	1.32	top	left	left	gamble	bad	-1.1	13.11	
70	60	gain	1711.7261953999987	1711.7334032000072	1715.9560926999984	1717.9718789000035	4.222689499991247	0.2	0	1	top	left	left	gamble	good	1.0	14.11	
71	36	mix	1723.0273529999977	1723.0356195000059	1729.8321629999991	1731.848064100006	6.796543499993277	0	-0.3	0.45	top	left	left	gamble	bad	-0.3	13.81	
72	103	loss	1736.7648133000039	1736.765565499998	1742.8091665000102	1742.8160349999962	6.043601000012131	-0.2	-0.4	0	top	right	left	safe	good	-0.2	13.61	
